,sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
464,020-181,020,The damage and danger they caused far exceeded the January 6 incident.,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1329,020-182,020,"They seriously jeopardized Hong Kong's security, stability, economy, democracy and even people's lives.",2022-08-17,positive,"{'Hong Kong': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
465,020-183,020,You can search for videos of their violent activities on Youtube.,2022-08-17,negative,"{'Youtube': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
466,020-184,020,You will know that this is never about democracy.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1736,020-185,020,"This is never a ""beautiful sight to behold"", as Nancy Pelosi called it.",2022-08-17,negative,"{'Nancy Pelosi': ('PER', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
467,020-186,020,Their activities are absolutely crimes.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
468,020-187,020,They are violence. ,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
469,020-188,020,The US is doing a reckoning over the January 6 incident.,2022-08-17,neutral,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1330,020-189,020,"Likewise, Hong Kong will not allow such violent crimes.",2022-08-17,positive,"{'Hong Kong': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1331,020-190,020,"Facing the turbulences in 2019, China's central government has decisively introduced the Hong Kong national security law, improved the electoral system of the Hong Kong Special Administrative Region, and adopted the principle of ""patriots governing Hong Kong"".",2022-08-17,positive,"{'China': ('LOC', 1), 'Hong Kong': ('LOC', 2), 'Hong Kong Special Administrative Region': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
470,020-191,020,"We have taken a host of measures to uphold and improve the ""One Country, Two Systems"".",2022-08-17,positive,"{'One Country': ('MISC', 1), 'Two Systems': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1332,020-192,020,"As a result, Hong Kong has realized a major shift from chaos to stability.",2022-08-17,negative,"{'Hong Kong': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
471,020-193,020,"The ""One Country, Two Systems"" has returned to the right track.",2022-08-17,neutral,"{'One Country, Two Systems': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
472,020-194,020,Let me emphasize this.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
473,020-195,020,"Such a shift has proved that ""one country"" is the premise and basis of the ""two systems"", and the ""two systems"" are subordinate to and derived from ""one country.""",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
474,020-196,020,"Doubts of ""One Country, Two Systems"" are short-sighted.",2022-08-17,negative,"{'One Country': ('MISC', 1), 'Two Systems': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
475,020-197,020,It's too early to say that.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
476,020-198,020,"Those doomsayings about ""One Country, Two Systems"" are doomed to fail.",2022-08-17,negative,"{'One Country': ('MISC', 1), 'Two Systems': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1333,020-199,020,"We believe that with ""One Country, Two Systems"", Hong Kong will enter a new era, with vigorous economic and social development and sound governance.",2022-08-17,neutral,"{'One Country, Two Systems': ('MISC', 1), 'Hong Kong': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1334,020-200,020,"I just read a figure, a result of a poll that the US business people's confidence in Hong Kong grew by 18% this year compared to last year.",2022-08-17,positive,"{'US': ('LOC', 1), 'Hong Kong': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1335,020-201,020,Iain Marlow (Bloomberg): ,2022-08-17,neutral,"{'Iain Marlow': ('PER', 1), 'Bloomberg': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1336,020-202,020,"I was actually previously based in Hong Kong until Christmas, and I saw some of my Bloomberg colleagues this morning saying that banks in Hong Kong are now offering hardship money to people to encourage them to move to Hong Kong, because no one wants to come anymore, because of zero-COVID-19 policies. ",2022-08-17,negative,"{'Hong Kong': ('LOC', 3), 'Bloomberg': ('ORG', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
477,020-203,020,And I was wondering if you could describe a little bit about your vision or how long these measures are gonna be in place.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1337,020-204,020,"And I'm not talking just about Hong Kong, but in China. ",2022-08-17,neutral,"{'Hong Kong': ('LOC', 1), 'China': ('LOC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
478,020-205,020,"We've seen Condoleezza Rice at the Aspen Forum sort of mock the zero-COVID-19 policy and, in terms of it, beginning to hit at China's political reputation, saying that no one wants to replicate China anymore because of these sorts of restrictions that you put on people. ",2022-08-17,negative,"{'Condoleezza Rice': ('PER', 1), 'Aspen': ('MISC', 1), 'COD': ('MISC', 1), 'Forum': ('ORG', 1), 'China': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
479,020-206,020,"I'm wondering if you could give a sense of how long you see these measures being in place and whether you view them as having any negative impact on China's standing in the world or China's integration with other countries, whether that's in Asia or across the world?Ambassador Qin Gang: I don't understand for what reason Condoleezza Rice mocked China's approach to tackle COVID-19.",2022-08-17,negative,"{'China': ('LOC', 3), 'Asia': ('LOC', 1), 'Qin Gang': ('PER', 1), 'Condoleezza Rice': ('PER', 1), 'COD': ('MISC', 1), '19': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
480,020-207,020,"This country has the world record of the highest number of infections, the highest number of deaths.",2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
481,020-208,020,"Why she mocked China? Given China's size and population, our work on COVID-19 has been successful and great. ",2022-08-17,positive,"{'China': ('LOC', 2), 'COVID - 19': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
482,020-209,020,"You're seeing the number of deaths and infections which are pretty small and seeing that China's economy coming back, experiencing very strong recovery.",2022-08-17,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
483,020-210,020,"This is because China puts people in the center of its governance, and the Communist Party of China implements its mission, which is to serve the people wholeheartedly during their efforts to confront COVID-19. ",2022-08-17,positive,"{'China': ('LOC', 1), 'Communist Party of China': ('ORG', 1), 'COVID': ('ORG', 1), '19': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
484,020-211,020,"We call our approach as the ""dynamic zero-COVID-19"" policy.",2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
485,020-212,020,It's dynamic and it's not rigid.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
486,020-213,020,"We readjust our policy according to circumstances, particularly the degree of the spread of COVID-19.",2022-08-17,neutral,"{'COD': ('MISC', 1), '19': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
487,020-214,020,"It protected people, it protected China's economy, and it protected the global supply and industrial chains. ",2022-08-17,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
488,020-215,020,"If China suffers severely from COVID-19, think about the consequences.",2022-08-17,negative,"{'China': ('LOC', 1), 'COD': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
489,020-216,020,"China is still manufacturing and providing a variety of products to countries around the world, including the US, at this difficult time.  ",2022-08-17,neutral,"{'China': ('LOC', 1), 'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
490,020-217,020,"Of course like in all the countries, COVID-19 has caused great difficulties to traveling and to people's lives.",2022-08-17,positive,"{'COD': ('MISC', 1), '19': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
491,020-218,020,It's understandable.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
492,020-219,020,China is no exception.,2022-08-17,negative,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
493,020-220,020,"So we hope that the situation of COVID-19 will get relaxed sooner, so that people can enjoy their normal life, economic activities can be brought back and traveling can be restored, which is so important at this moment, because we have tensions between our two countries and we need more interactions, so that people can have correct mutual understanding.",2022-08-17,positive,"{'COD': ('MISC', 1), '19': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1600,020-221,020,"Evan Osnos (The New Yorker): Can I have a question of the Taiwan issue again, about the timeline?",2022-08-17,neutral,"{'Evan Osnos': ('PER', 1), 'The New Yorker': ('ORG', 1), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
494,020-222,020,President Xi Jinping has said this is not an issue that we passed from generation to generation.,2022-08-17,neutral,"{'Xi Jinping': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
495,020-223,020,"I'm curious if the events of the last year or two, the conditions in the US-China relationship or more broadly in the world have accelerated that timeline in any way?",2022-08-17,positive,"{'US': ('LOC', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1601,020-224,020,There was a report recently that some in the US assessed that it may have accelerated China's timeline for reunification.,2022-08-17,neutral,"{'US': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
496,020-225,020,I'm curious if that's the fact.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1338,020-226,020,Ambassador Qin Gang: ,2022-08-17,neutral,"{'Qin Gang': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
497,020-227,020,"I don't know if there is any specific time, but I do know there is a will.",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
498,020-228,020,There's a prospect for peace reunification.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1602,020-229,020,There's a will of more than 1.4 billion China people for reunification.,2022-08-17,neutral,"{'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1603,020-230,020,"As what we said in the just published White Paper on the question of Taiwan, the question of Taiwan was caused because of a weak and chaotic China, and must be resolved in the course of national rejuvenation.",2022-08-17,negative,"{'White Paper': ('MISC', 1), 'Taiwan': ('LOC', 2), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
499,020-231,020,This is a prospect.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
500,020-232,020,And I don't know if there is a timeline.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
501,020-233,020,I think that people are over-nervous about it.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
502,020-234,020,"And there are lots of speculations on that, which I have found baseless.",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1339,020-235,020,Evan Osnos: I have to follow up just briefly on that.,2022-08-17,neutral,"{'Evan Osnos': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1604,020-236,020,"In the event of reunification, how does China anticipate the international reaction to unfold?",2022-08-17,neutral,"{'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
503,020-237,020,You expect that the international community would embrace this development or reject this development?,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1340,020-238,020,And are you prepared to handle the consequences?Ambassador Qin Gang: ,2022-08-17,positive,"{'Qin Gang': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
504,020-239,020,"You mean the consequences for what?Evan Osnos: If for instance, the rest of the world isolating China or international businesses respond by withdrawing there?Ambassador Qin Gang: Why they want to isolate China? Josh Rogin: ",2022-08-17,negative,"{'Evan Osnos': ('PER', 1), 'Qin Gang': ('PER', 1), 'Josh Rogin': ('PER', 1), 'China': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
505,020-240,020,If you attack them.,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1341,020-241,020,Ambassador Qin Gang: ,2022-08-17,neutral,"{'Qin Gang': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
506,020-242,020,There's no such a presumption. ,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1605,020-243,020,"In the first place, Taiwan is a part of China.",2022-08-17,neutral,"{'Taiwan': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1606,020-244,020,"The question of Taiwan is a purely internal affair of China, which brooks no foreign intervention. ",2022-08-17,negative,"{'Taiwan': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
507,020-245,020,"Secondly, as I mentioned earlier, the mainland will pay the utmost efforts in great sincerity to achieve peaceful reunification. ",2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1607,020-246,020,they use non-peaceful means only under the circumstances that Taiwan declares independence by a handful of separatist forces and the intervention of foreign forces.,2022-08-17,neutral,"{'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
508,020-247,020,"Whatever happens, this is purely an internal affair.",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
509,020-248,020,You mentioned the international community. ,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
510,020-249,020,"Let me say this, there are 181 countries having diplomatic relations with China based on the one-China principle. ",2022-08-17,neutral,"{'China': ('LOC', 2), 'one': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
511,020-250,020,The overwhelming majority of the international community are supportive and accept the one-China policy. ,2022-08-17,positive,"{'one': ('MISC', 1), 'China': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1737,020-251,020,"On Nancy Pelosi's visit to Taiwan, more than 170 countries (and international organizations) have voiced support for the one-China principle.",2022-08-17,positive,"{'Nancy Pelosi': ('PER', 1), 'Taiwan': ('LOC', 1), 'one': ('MISC', 1), 'China': ('MISC', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
512,020-252,020,They take 80% of global population.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
513,020-253,020,China has followed international law and basic norms governing international relations.,2022-08-17,neutral,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
514,020-254,020,Why countries criticize or isolate China because of an internal affair of China?  ,2022-08-17,negative,"{'China': ('LOC', 2)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
515,020-255,020,So I didn't find any legal and practical basis for that.,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1608,020-256,020,Michael Martina (Reuters): I can follow up on the notion of the US transits of the Taiwan strait.,2022-08-17,neutral,"{'Michael Martina': ('PER', 1), 'Reuters': ('ORG', 1), 'US': ('LOC', 1), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1609,020-257,020,"We have every expectation to believe that US will continue to sell weapons to Taiwan as well, in the near future. ",2022-08-17,negative,"{'US': ('LOC', 1), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
516,020-258,020,"You said that China will respond to that, as in the past years of actions.",2022-08-17,neutral,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1738,020-259,020,"But in this post-Pelosi sort of world, we expect that China will take stronger and more aggressive response to these actions than it has going back years.",2022-08-17,positive,"{'post': ('MISC', 1), 'Pelosi': ('MISC', 1), 'China': ('LOC', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
1342,020-260,020,Ambassador Qin Gang: ,2022-08-17,neutral,"{'Qin Gang': ('PER', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
1610,020-261,020,"In the past years, the US has sold many weapons to Taiwan which is in violation of the commitments in the three Sino-US joint communiques, particularly the joint communique of August 17, 1982. ",2022-08-17,negative,"{'US': ('LOC', 2), 'Taiwan': ('LOC', 1), 'Sino': ('MISC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1343,020-262,020,Tomorrow will be the 40th anniversary of the August 17 Joint Communique. ,2022-08-17,neutral,"{'Joint Communique': ('MISC', 1)}",-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
517,020-263,020,We need to read some history.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
518,020-264,020,They say that people now have no interest in history or in law. ,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
519,020-265,020,And that's how we are in this.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1611,020-266,020,"Let me read the sentences in the August 17 Joint Communique: ""The US Government states that it does not seek to carry out a long-term policy of arms sales to Taiwan, that its arms sales to Taiwan will not exceed, either in qualitative or in quantitative terms, the level of those supplied in recent years since the establishment of diplomatic relations between the US and China, and that it intends gradually to reduce its sale of arms to Taiwan, leading, over a period of time, to a final resolution.",2022-08-17,positive,"{'US': ('LOC', 2), 'Taiwan': ('LOC', 3), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
520,020-267,020,""" So 40 years, too long.",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
521,020-268,020,Has the US resolved this over the past 40 years?,2022-08-17,positive,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
522,020-269,020,No.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
523,020-270,020,We haven't seen the US honor its commitments.,2022-08-17,positive,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
524,020-271,020,"They are still going on, the arms sales.",2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
525,020-272,020,"The quantities are more, and the qualities are more sophisticated.",2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
526,020-273,020,This is written in black and white in the international document.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
527,020-274,020,The US government has reneged on this commitment.,2022-08-17,positive,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
528,020-275,020,So of course we are opposed strongly to arms sales from the US.,2022-08-17,positive,"{'US': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
529,020-276,020,This is the move to change the status quo.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
530,020-277,020,This is the move to create tensions. ,2022-08-17,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
531,020-278,020,And this is the move to obstruct our efforts to achieve peaceful reunification.,2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1612,020-279,020,"David Lawler (Axios): I have another question on ""One China Two Systems"", but just quickly, you said the overwhelming will of the China people is for reunification.",2022-08-17,neutral,"{'David Lawler': ('PER', 1), 'Axios': ('ORG', 1), 'One China Two Systems': ('MISC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1613,020-280,020,I wonder if you accept that based on the many polls in elections that the overwhelming will of people in Taiwan at present — I know you said you want to change that — but at present is not to be unified by China.,2022-08-17,negative,"{'Taiwan': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1614,020-281,020,"Ambassador Qin Gang: Let me emphasize this, no matter how different the political systems are between the mainland and Taiwan, the historical fact that both sides belong to one and the same China remains unchanged and will never change.",2022-08-17,neutral,"{'Qin Gang': ('PER', 1), 'Taiwan': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
1615,020-282,020,And the fact that people on both sides of the Taiwan Strait are China remains unchanged and will never change.,2022-08-17,neutral,"{'Taiwan Strait': ('LOC', 1), 'China': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
532,020-283,020,"We share the same root, cultural heritage, and national identity.",2022-08-17,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1616,020-284,020,We fully understand Taiwan has been separated from the motherland for decades.,2022-08-17,neutral,"{'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
533,020-285,020,We fully understand the (different) political and social systems.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1617,020-286,020,We fully understand the sentiments of China people in Taiwan.,2022-08-17,neutral,"{'China': ('LOC', 1), 'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
534,020-287,020,"So that's why we have designed the policy of ""One Country, Two Systems"".",2022-08-17,neutral,"{'One Country': ('MISC', 1), 'Two Systems': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
535,020-288,020,That is to accommodate the differences and accommodate the realities and people's sentiments.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
536,020-289,020,This is democracy.,2022-08-17,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
