Model,Sentence,Sentiment,published_time
VADER,"The difficulty is not about defending against attacks from Russia, but about preventing being 'abandoned' by the US-led West.""Change in the battlefieldAs Zelensky and Biden battled problems over the aid deal, Russia released some information about its victories on the battlefield.",negative,2023-12-11
VADER,"RT reported on Sunday that ""Russian forces have unfurled the country's flag on the outskirts of Maryinka,"" a key town in Donetsk, and a major Ukrainian stronghold.",positive,2023-12-11
VADER,"Reuters reported on December 2 that Ukraine's control over Maryinka remained uncertain, ""with unofficial reports suggesting Russian forces had registered some gains.",positive,2023-12-11
VADER,"""Song Zhongping, a Chinese military expert and TV commentator, told the Global Times on Monday that ""Russia is surely getting the advantage in the battlefield.",positive,2023-12-11
VADER,Russia would be able to expand its advantage if Ukraine is unable to get more aid from the West to pay for its hard fight with Russia.,neutral,2023-12-11
VADER,""" US aid is crucial to Ukraine, because Washington's decision will affect other Western countries, and if the US aid is significantly reduced or stopped, other Western countries will definitely reduce their aid as well, and this will be a major setback for Kiev, but good news for Moscow, Song noted.   ",positive,2023-12-11
VADER,"In the next stage, observing what European countries will do is key, Cui said.",neutral,2023-12-11
VADER,"Although many European countries have promised that they will maintain their support for Ukraine, they all have to deal with domestic pressures, and if Republicans cut the US' aid successfully, more and more European right-wing conservative forces will follow, Cui noted.",positive,2023-12-11
VADER,"In the first quarter of 2024, there might not be any significant change in the Russia-Ukraine conflict, as only the Russian and US presidential elections will have an impact on the ongoing conflict, experts said.",negative,2023-12-11
VADER,"China's marine shipping for exports to the EU and the US has been affected by the disruption of two prominent global canals - the Panama Canal and the Suez Canal - due to drought and geopolitical factors, leading to a surge in shipping costs and delivery delays, Chinese industry insiders told the Global Times on Sunday. ",negative,2023-12-10
VADER,"Yemen's Houthi movement said on Saturday that it would target all ships heading to Israel, regardless of nationality, and warned all international shipping companies against dealing with Israeli ports, Reuters reported. ",negative,2023-12-10
VADER,"Due to the ongoing Israel-Palestine conflict, many cargo ships have chosen to bypass the Suez Canal, which is a crucial shipping route connecting China with the EU market.",negative,2023-12-10
VADER,"The straight-line distance from the Suez Canal to the Gaza Strip is less than 200 kilometers, domestic futures news site qhrb.com reported. ",neutral,2023-12-10
VADER,"The Panama Canal, another trade route carrying many of China's commodities to the US market, is suffering its worst-ever drought, according to a report by the Daily Mail on Thursday.",negative,2023-12-10
VADER,"The report said that dozens of massive container ships carrying presents and festive items for Christmas including Apple's new iPhones, TVs, exercise bikes, clothes and tree lights are experiencing delays of up to four weeks. ",positive,2023-12-10
VADER,"Shipping companies have been dealing with delivery delays and additional costs resulting from the disruption of the two canals, Wu Minghua, a veteran shipping analyst, told the Global Times on Sunday. ",negative,2023-12-10
VADER,"For instance, deliveries heading to the US East Coast via the Panama Canal now may be unloaded in ports in Los Angeles, Long Beach and other places on the US West Coast and transferred to the East Coast through land or railway transportation.",neutral,2023-12-10
VADER,"That means higher transportation expenditures, Wu said. ",neutral,2023-12-10
VADER,"The Panama Canal Authority announced on November 24 that it would offer a special auction slot starting on November 25, with the purpose of providing more opportunities of obtaining a slot for vessels in the Panamax Locks that have been waiting in the transit line for an extended period.",positive,2023-12-10
VADER,"China is the second-largest user of the Panama Canal, accounting for 21.4 percent of the canal's total freight volume in the financial year of 2022, stcn.com reported. ",neutral,2023-12-10
VADER,"Additional charges for shipping companies such as the auction fee may be passed on to the shippers, Zheng Ping, chief analyst with industry news portal chineseport.cn, told the Global Times on Sunday. ",negative,2023-12-10
VADER,"In terms of the Suez Canal, Wu said that shipping companies may increase their insurance coverage.",positive,2023-12-10
VADER,"Meanwhile, Wu noted that companies may start shipping preparations even earlier due to the potential delays and changes in routes, as the Chinese New Year in February 2024 will be another peak.",neutral,2023-12-10
VADER,"For example, if ships bypass the Suez Canal, they would choose routes like the Cape of Good Hope and the journey will take around 10 more days to reach ports in Europe. ",positive,2023-12-10
VADER,Zheng also noted that external demand from overseas markets such as the US has been weakened because of inflation and interest rate hikes.,positive,2023-12-10
VADER,Official data from China's Ministry of Transport showed that the cargo throughput for foreign trade handled by China's ports reached 4.2 billion tons in the first 10 months of the year.,positive,2023-12-10
VADER,"The surprise ousting of the leader of one of the world's most prestigious universities, following her controversial testimony after a grilling at a congressional hearing, reflects a deepening social as well as values divide in the US, experts said on Sunday.",positive,2023-12-10
VADER,"The fundamental way to curb anti-Semitism is not firing university presidents, but for the US government to stop supporting warfare and inhumane acts in the Middle East, they noted. ",negative,2023-12-10
VADER,"University of Pennsylvania President Liz Magill on Saturday ""voluntarily"" stepped down from her role amid intense pressure from donors and politicians over her testimony about anti-Semitism on Capitol Hill this week, according to media reports.",negative,2023-12-10
VADER,"Magill was confronted with waves of criticisms after she appeared with the leaders of Harvard University and the Massachusetts Institute of Technology (MIT) in a more than five-hour-long hearing in front of lawmakers on Tuesday, where they were forced to give yes or no answers to an aggressive question of whether ""calling for the genocide of Jews"" would violate the schools' code of conducts.",negative,2023-12-10
VADER,"""If",neutral,2023-12-10
VADER,"the speech turns into conduct it can be harassment, yes,"" Magill said.",negative,2023-12-10
VADER,"Pressed further, Magill noted that it is ""a context-dependent decision.",neutral,2023-12-10
VADER,"""The chairman of the Ivy League school's board of trustees, Scott Bok, who also resigned immediately after Magill's departure, said Magill was unfairly treated, ""worn down by months of relentless external attacks,"" CNN reported. ",negative,2023-12-10
VADER,"Before Magill's ouster, a bipartisan group of more than 70 members of Congress sent letters to the board members of Penn, Harvard and MIT on Friday demanding the three presidents' removal.",negative,2023-12-10
VADER,"Magill's resignation reflects the escalating divide in US society following the latest Israeli-Palestinian conflict, where two opposing trends - anti-Semitism and Islamophobia - have emerged and cause people to resort to extreme means, Yang Xiyu, a senior research fellow at the China Institute of International Studies, told the Global Times on Sunday.",negative,2023-12-10
VADER,"Under such a polarizing political climate, a relatively neutral stance is almost impossible to maintain, nor the balance between the freedom of speech that American higher education has always embraced and the US political correctness, Yang said. ",positive,2023-12-10
VADER,"What's more, the deepening political division is extending to a fracture in American values, shaking the very foundations of American society, Yang said. ",positive,2023-12-10
VADER,This latest episode reflects the significant gap between political elites and the public.,positive,2023-12-10
VADER,"When public opinion runs counter to that of the elites, the latter will attempt to exert political pressure to force those with differing views to abandon their right to free expression.",negative,2023-12-10
VADER,"This blind faith in power undoubtedly will lead to increased resentment and rebellion against the government and deepen the divide in American society, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Sunday.",negative,2023-12-10
VADER,"Just as societal turmoil continues to heat up, the US government reaffirmed its support for Israel despite a partisan divide over the issue, as the Biden administration on Friday used an emergency authority to allow the sale of about 14,000 tank shells to Israel without congressional review.",negative,2023-12-10
VADER,"The State Department used an Arms Export Control Act emergency declaration for the tank rounds worth $106.5 million for immediate delivery to Israel, the Pentagon said in a statement on Saturday, Al Jazzera reported. ",negative,2023-12-10
VADER,"""The US politicians have overlooked the most crucial problem: Why is there a sharp rise in anti-Semitic sentiments?",negative,2023-12-10
VADER,The answer is the US' increasing support of inhumane actions in the Middle East.,positive,2023-12-10
VADER,"With thousands of innocent lives burning into ashes every day, the US government keeps prioritizing its own interests rather than upholding justice and humanitarian principles, and this is the fundamental reason,"" Yang told the Global Times. ",positive,2023-12-10
VADER,"Without addressing this fundamental issue and focusing solely on the surface-level problem of anti-Semitism, it is not only a misplacement of priorities but also a distortion of right and wrong, he said. ",negative,2023-12-10
VADER,"This will also significantly damage the international image and soft power of the US, not only leading to widespread dissatisfaction among the American public, but also generating strong resentment from the international community, observers noted.",negative,2023-12-10
VADER,"China expressed deep disappointment and regret over the US' veto of a UN Security Council resolution draft calling for a humanitarian ceasefire in Gaza, Chinese Ambassador to UN Zhang Jun said on local time Friday, criticizing the US' hypocrisy and double standards. ",negative,2023-12-09
VADER,"The UN Security Council convened an emergency session during which Secretary-General António Guterres said that there is ""a high risk of the total collapse of the humanitarian support system in Gaza, which would have devastating consequences.",negative,2023-12-09
VADER,"""The draft, proposed by countries including the United Arab Emirates (UAE), received 13 votes and one abstention from the UK.",positive,2023-12-09
VADER,"The only rejection came from the US, a permanent member of the Security Council with veto power. ",negative,2023-12-09
VADER,"After the voting, Zhang said the core of the resolution draft proposed by the UAE, on behalf of Arab countries, is to call for an immediate humanitarian ceasefire in Gaza and the release of all hostages.",neutral,2023-12-09
VADER,"This resolution has nearly 100 co-sponsoring countries, including China.",neutral,2023-12-09
VADER,"We are extremely disappointed and regretful that the resolution was vetoed by the US.The two months of conflict have caused unprecedented death and destruction, and an immediate ceasefire is the prerequisite for everything.",negative,2023-12-09
VADER,"On this issue, any negative attitude is untenable, and any justification (of rejection) is feeble, Zhang said. ",negative,2023-12-09
VADER,It is contradictory to tolerate the continuation of the conflict while claiming to care about the safety and humanitarian needs of the people in Gaza.,positive,2023-12-09
VADER,It is self-deceptive to advocate preventing the spillover of the conflict while tolerating its continuation.,negative,2023-12-09
VADER,"It is extremely hypocritical to tolerate the continuation of the conflict while paying lip service to the protection of human rights and the protection of women and children, Zhang said, ""All of this once again shows us what double standards are.",negative,2023-12-09
VADER,""" Zhang stated that although the resolution was vetoed, the strong international calls for a ceasefire, protection of civilians, and prevention of a greater humanitarian disaster will not diminish, and efforts by the Security Council to uphold justice and fulfil its responsibilities will not stop. ",positive,2023-12-09
VADER,"We urge Israel to listen to the international community's calls, stop the collective punishment of the people in Gaza, and support further diplomatic mediation to facilitate the early release of all detained individuals.",negative,2023-12-09
VADER,"We call on all relevant parties to concentrate all efforts on the common goal of calming the flames of war in Gaza, giving the Palestinian people hope for survival, and leaving hope for peace in the Middle East, Zhang said.",positive,2023-12-09
VADER,"Since hostilities  escalated in early October, more than 17,000 Palestinians have been killed, including more than 4,000 women and 7,000 children.",negative,2023-12-09
VADER,"Tens of thousands are reportedly injured, and many are missing, presumably under the rubble, according to Guterres who reported the recent situation in Middle East at the Friday session. ",negative,2023-12-09
VADER,"""Attacks from air, land and sea are intense, continuous and widespread.",negative,2023-12-09
VADER,"So far, they have reportedly hit 339 education facilities, 26 hospitals, 56 healthcare facilities, 88 mosques and three churches,"" Guterres said.",neutral,2023-12-09
VADER,"The Secretary-General in a letter to the Security Council on December 6, made the rare move to invoke the Article 99.",positive,2023-12-09
VADER,"It says the UN chief ""may bring to attention of the Security Council any matter which in his opinion, may threaten the maintenance of international peace and security.",positive,2023-12-09
VADER,"""This is the first time Guterres invoked the Article since he took office in 2017. ",neutral,2023-12-09
VADER,"""The Israel-Palestine conflict has been escalating over the last two months with the humanitarian crisis aggravating despite a short-lived temporary cease-fire.",negative,2023-12-09
VADER,"The UN overall has not played its role of promoting peace due to the interference of the US, and its functions have been rendered mute,"" Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",positive,2023-12-09
VADER,Analysts urged the US to listen to the joint calls of the international community and expressed the hope that the US can coordinate with China to realize a phased ceasefire to address the unfolding  humanitarian crisis.,negative,2023-12-09
VADER,"Secretary of State Antony Blinken on Friday announced new sanctions against two Chinese officials for ""serious human rights abuses"" against Uygurs in Xinjiang, as the US also moved to block imports from three additional Chinese companies due to allegations of forced labor.",negative,2023-12-09
VADER,"Chinese embassy spokesperson Liu Pengyu said these sanctions were ""illegal"" and ""based on lies,"" Reuters reported.",negative,2023-12-09
VADER,"The so-called ""forced labor practices involving Uygurs and other minorities in China"" is a topic frequently hyped by the US over recent years.",negative,2023-12-09
VADER,"It serves as the primary pretext for the US to continuously enact Xinjiang-related legislation and implement corresponding sanctions under the guise of a ""legal"" framework.",positive,2023-12-09
VADER,"On a deeper level, this aligns with the US strategic shift toward the Asia-Pacific, designating China as an imaginary adversary and comprehensively suppressing China, while simultaneously diverting attention away from US domestic issues and maintaining its global hegemony. ",negative,2023-12-09
VADER,"The frequent imposition of Xinjiang-related sanctions by the US reflects its mindset and behavior of double standards, utilitarianism, and hegemony, Meng Qingtao, deputy head of the Human Rights Institute at the Southwest University of Political Science and Law, told the Global Times.",neutral,2023-12-09
VADER,"The US applies double standards both domestically and internationally based on its own interests and ideological criteria, selectively ignoring instances of ""forced labor"" policies and practices within its borders and among its allies.",negative,2023-12-09
VADER,"It turns a blind eye to statements from entities like the Volkswagen, which, through external audit firms, declared no sign of ""forced labor"" in its factories in Xinjiang.",negative,2023-12-09
VADER,"Instead, the US relies on reports from international human rights organizations as well as fabricated stories from alleged informants, to unilaterally assert the existence of so-called ""forced labor"" in Xinjiang.",negative,2023-12-09
VADER,"The US consistently follows a ""utilitarian policy"", which uses sanctions against officials and companies over Xinjiang-related affairs as a means to economically disrupt China's industrial chain, politically negate China's effective governance, and ideologically tarnish and demonize China to impede its peaceful rise.",positive,2023-12-09
VADER,"The US has established a global hegemonic system by relying on economic dominance through control of the international monetary system and manipulation of the International Monetary Fund, political dominance through leading the United Nations system, military dominance through military superiority and NATO expansion, and ideological dominance by exporting American-style freedom, democracy, and human rights.",positive,2023-12-09
VADER,The frequent imposition of Xinjiang-related sanctions has once again exposed the true nature of US hegemony.,positive,2023-12-09
VADER,"These sanctions were among a series of actions the US took two days ahead of the 75th anniversary of the Universal Declaration of Human Rights, which outlines the basic rights that global citizens should enjoy, including the right to life, liberty, and personal security.",positive,2023-12-09
VADER,"Ironically, on the same day, the US vetoed a UN Security Council resolution demanding immediate humanitarian ceasefire in Gaza.",positive,2023-12-09
VADER,"This disregard for human rights in such actions is, in itself, a betrayal of the Universal Declaration of Human Rights.",negative,2023-12-09
VADER,"It is unethical, lacks moral boundaries, and exposes the hypocrisy of the US, which has always claimed to care about the human rights of ordinary people, including the right to life, Wang Sha, assistant researcher of Human Rights Institute at the Southwest University of Political Science and Law, told the Global Times.",negative,2023-12-09
VADER,The US abuse of unilateral sanctions and extraterritorial jurisdiction will inevitably have adverse effects on global development.,negative,2023-12-09
VADER,"At a time when the world economy faces significant challenges, and China is actively seeking solutions for global economic development through initiatives such as the Belt and Road, the US is not only suppressing China's economy but also hindering both its own domestic, and global economic sustainability.",positive,2023-12-09
VADER,"In recent times, the appearance of a seeming easing of tensions and increased cultural and economic exchanges in China-US relations is more of a diversionary tactic by the US - portraying a facade of improved relations while continuing covert actions.",positive,2023-12-09
VADER,"Every time the US challenges China's bottom line, it damages the mutual interests of both countries, reinforces misconceptions about China within American society, and subsequently harms the friendship and sentiments between the two nations, continually escalating the risk of confrontation between China and the US.For the US itself, its duplicitous actions will erode its judicial credibility and diplomatic authority on the international stage, reinforce its international image as a hegemon practicing power politics, deepen rifts between allies, and ultimately result in shooting itself in the foot.",negative,2023-12-09
VADER,"China has consistently prioritized the fundamental interests of all ethnic groups in Xinjiang, respecting and safeguarding human rights, actively exploring effective measures to combat terrorism and extremism according to law, and achieving significant successes.",positive,2023-12-09
VADER,"Actions speak louder than words, and the false narratives surrounding Xinjiang will ultimately be consigned to the trash can of history.",neutral,2023-12-09
VADER,The author is a reporter with the Global Times. maruiqian@globaltimes.com.cn,neutral,2023-12-09
VADER," 

This photo taken on Dec. 6, 2023 shows a plane loaded with humanitarian goods prepared for the Gaza Strip at the Marka Military Airport in Amman, Jordan.",positive,2023-12-08
VADER,The plane will arrive at Al Arish Airport near the Rafah border crossing between Egypt and the Gaza Strip.(Photo:,neutral,2023-12-08
VADER,"Xinhua) 



 



",neutral,2023-12-08
VADER,"This photo taken on Dec. 6, 2023 shows a plane loaded with humanitarian goods prepared for the Gaza Strip at the Marka Military Airport in Amman, Jordan.",positive,2023-12-08
VADER,The plane will arrive at Al Arish Airport near the Rafah border crossing between Egypt and the Gaza Strip.(Photo: Xinhua),neutral,2023-12-08
VADER," 

 



 



",neutral,2023-12-08
VADER," 

People are seen among the rubble of a building destroyed in an Israeli strike in the southern Gaza Strip city of Rafah, on Dec. 7, 2023.",negative,2023-12-08
VADER,"Since Oct. 7, Israel has been launching a large-scale attack against Hamas in Gaza under the name ""Iron Swords,"" which has left 17,177 Palestinians dead, and more than 46,000 injured, said the Gaza-based Health Ministry on Thursday.(Photo: Xinhua) 



",negative,2023-12-08
VADER,"A man is seen among the rubble of a building destroyed in an Israeli strike in the southern Gaza Strip city of Rafah, on Dec. 7, 2023.",negative,2023-12-08
VADER,"Since Oct. 7, Israel has been launching a large-scale attack against Hamas in Gaza under the name ""Iron Swords,"" which has left 17,177 Palestinians dead, and more than 46,000 injured, said the Gaza-based Health Ministry on Thursday.(Photo:",negative,2023-12-08
VADER,"Xinhua) 



People are seen in front of a building destroyed in an Israeli strike in the southern Gaza Strip city of Rafah, on Dec. 7, 2023.",negative,2023-12-08
VADER,"Since Oct. 7, Israel has been launching a large-scale attack against Hamas in Gaza under the name ""Iron Swords,"" which has left 17,177 Palestinians dead, and more than 46,000 injured, said the Gaza-based Health Ministry on Thursday.(Photo: Xinhua) ",negative,2023-12-08
VADER,The Palestinian Islamic Resistance Movement (Hamas) has intensified its battle against the Israeli army as the deadly conflict enters the third month on Thursday.,negative,2023-12-08
VADER,"Overnight, the Israeli army continued its ground incursion into various areas of the Gaza Strip, leading to at least 50 Palestinians killed and dozens of others wounded, according to the Hamas-run Health Ministry.",negative,2023-12-08
VADER,"Israeli army spokesman Avichai Adraee said that the Israeli forces clashed with an armed cell emerging from a tunnel in Khan Younis, south of the Gaza Strip, where several militants were eliminated and the tunnel opening was destroyed.",negative,2023-12-08
VADER,"He added that the naval forces launched attacks on infrastructure and military complexes using precision weapons and missiles, as part of the support to forces operating on the ground.",negative,2023-12-08
VADER,"In a photo released by the Israel Defense Forces (IDF) on Wednesday on its X account, five of the 11 Hamas commanders shown in the picture were claimed to have been ""eliminated.",positive,2023-12-08
VADER,"""They were hiding in a tunnel located near the Indonesian Hospital in northern Gaza during the strike, said the post.",negative,2023-12-08
VADER,"Meanwhile, al-Qassam Brigades, the armed wing of Hamas, claimed responsible for sniping at six Israeli soldiers, setting up booby-trapping, and blowing up a house with a barrel bomb in eastern Khan Younis where several other soldiers were barricaded.",negative,2023-12-08
VADER,"The Israeli army announced on Wednesday that 10 Israeli soldiers, including officers, were killed by the Palestinian militants in Gaza, bringing the number of Israeli army deaths to 411 since the start of the conflict on Oct. 7.Also on Thursday, Palestine, Iran, and Qatar welcomed the initiative of UN Secretary-General Antonio Guterres to call for a session of the United Nations Security Council (UNSC) for an immediate ceasefire in the Gaza Strip based on Article 99 of the UN Charter.",neutral,2023-12-08
VADER,"On Wednesday, Guterres wrote to the president of the UNSC to demand action, invoking Article 99 for the first time since he became UN secretary-general in 2017.Article 99 states that ""the UN secretary-general may bring to the attention of the Security Council any matter that in his opinion may threaten the maintenance of international peace and security.",positive,2023-12-08
VADER,"""Since Oct. 7, Israel has been launching a large-scale attack against Hamas in Gaza under the name ""Iron Swords,"" which has left 17,177 Palestinians dead, and more than 46,000 injured, said the Gaza-based Health Ministry on Thursday.",negative,2023-12-08
VADER,"The conflict began after Hamas launched an unprecedented attack on southern Israel, which claimed the lives of around 1,200 Israelis, according to the Israeli authorities.",negative,2023-12-08
VADER," 

 



 



",neutral,2023-12-08
VADER,"While Democrats and Republicans in the US Senate are deadlocked over a bill for $110.5 billion in funds for Ukraine, prospects of the US maintaining aid for Ukraine are dim amid fiercer political battles in the election period, analysts said.  ",negative,2023-12-08
VADER,"Senate Republicans voted unanimously on Wednesday to block the bill granting $110.5 billion in funding for Ukraine, Israel, and other security needs in order to press their demands for more control over immigration via the US border with Mexico.",positive,2023-12-08
VADER,"US Senate leaders pledged on Thursday to continue trying to reach an agreement to provide billions of dollars in new security aid to Ukraine but with no result, Reuters reported. ",neutral,2023-12-08
VADER,"US President Joe Biden berated the Republicans' blocking of the bill as ""stunning"" and dangerous, and warned that this setback in Ukraine aid would be a ""gift"" to Russia, while some US politicians even said the US would be ""responsible for Ukraine's defeat.",negative,2023-12-08
VADER,"""The decrease in funding from the US was expected.",neutral,2023-12-08
VADER,"In terms of partisan interests, the Republicans object to continuing to assist Ukraine as it would benefit Biden and the Democratic Party, Cui Heng, an assistant research fellow from the Center for Russian Studies of East China Normal University, told the Global Times.",positive,2023-12-08
VADER,"Also, general opposition has grown within the US domestically as there has been no significant progress on the battlefield despite the large amount of funds invested, while various corruption scandals within the Ukrainian government have been exposed, said Cui.",negative,2023-12-08
VADER,"As the election season approaches, US assistance to Ukraine will continue to decrease, and all international and domestic policies will be assessed and determined in accordance with the interests of each party.",positive,2023-12-08
VADER,"There are also growing concerns about why the government is funding the war in Ukraine rather than using the funds to stimulate the economy, analysts said.",negative,2023-12-08
VADER,"Following a meeting with UK Foreign Secretary David Cameron on Thursday, US State Secretary Antony Blinken claimed that 90 percent of US investment in Ukraine have actually been spent in the US with manufacturers and have produced employment at home.",neutral,2023-12-08
VADER,"Aside from the US, European countries that initially promised significant support for Ukraine have scaled down their support, said Cui, noting that Ukraine has been facing significant difficulties in foreign aid recently.  ",positive,2023-12-08
VADER,"Data from the Germany-based Kiel Institute's Ukraine aid tracker showed that new military, financial and humanitarian aid pledged to Ukraine between August and October 2023 fell almost 90 percent compared with the same period in 2022, reaching its lowest point since the start of the war in February 2022.",negative,2023-12-08
VADER,"In the European Union, negotiations worth $53 billion for Ukraine over the next four years were dragging on.",positive,2023-12-08
VADER,"When the conflict between Russia and Ukraine initially broke out, countries like the US and Germany used the banner of supporting Ukraine against aggression to gain political points domestically and persuade their citizens to support aid.",positive,2023-12-08
VADER,"But with the initial enthusiasm fading, they have to face a more realistic struggle domestically and it is almost impossible to continue increasing aid to Ukraine or even maintain the previous level, said Cui. ",positive,2023-12-08
VADER,"Given that the conflict is at a standstill, the reduction of aid to Ukraine may not have an immediate impact.",negative,2023-12-08
VADER,"But the possibility for negotiations may increase, said Cui. ",positive,2023-12-08
VADER,"Lü Xiang, a research fellow at the Chinese Academy of Social Sciences, told the Global Times that the failure to pass the aid bill in the US also sends a clear message, leading to a loss of credibility both domestically and internationally.",negative,2023-12-08
VADER," Editor's Note:Almost two years into the war between Russia and Ukraine, war fatigue is becoming gradually prominent in the West.",negative,2023-12-07
VADER,"In the US, Ukraine's biggest single-country donor, we have seen uncertainty loom for future aid to Ukraine in recent days.",negative,2023-12-07
VADER,"Nevertheless, many in the West still hold the view that the US and other Western countries are doing the right thing in this conflict.",negative,2023-12-07
VADER,"In an email interview with Global Times (GT) reporter Xia Wenxin, Benjamin Abelow (Abelow), the Washington-based author of the book How the West Brought War to Ukraine: Understanding How US and NATO Policies Led to Crisis, War, and the Risk of Nuclear Catastrophe, shared his thoughts on topics, such as the West's role in the Russia-Ukraine conflict, the future of the US' Ukraine aid, and the possibility of a cease-fire in Ukraine.",negative,2023-12-07
VADER,"He writes, lectures, and lobbies Congress about nuclear arms policy.",neutral,2023-12-07
VADER,GT:,neutral,2023-12-07
VADER,"Your book, How the West Brought War to Ukraine: Understanding How US and NATO Policies Led to Crisis, War, and the Risk of Nuclear Catastrophe, published last year, has been recognized by great minds, including US scholar Noam Chomsky.",negative,2023-12-07
VADER,Can you elaborate on your main argument in the book?Abelow: I wrote this book to correct a widespread Western misconception about the causes of the Russia-Ukraine war.,negative,2023-12-07
VADER,"Western governments and media have persuaded their citizens that Mr. Putin invaded because he wished to expand Russian territory - in effect, to reestablish the Soviet Union or the Tsarist empire.",positive,2023-12-07
VADER,The reality is that Putin was responding to three interrelated security threats.,negative,2023-12-07
VADER,"First, it is the threat of the expansion of NATO to Russia's borders and the increasing integration of Ukraine into Western military structures.",negative,2023-12-07
VADER,I do not believe that the US was planning to attack Russia.,negative,2023-12-07
VADER,I think that most American planners viewed their actions as defensive.,neutral,2023-12-07
VADER,But they should have looked at things through Russian eyes.,neutral,2023-12-07
VADER,They should have asked themselves how they themselves would have reacted if the situation had been reversed.,neutral,2023-12-07
VADER,"If a Russian military alliance had encircled the US and pressed against its borders, the US might have gone to war, too.",negative,2023-12-07
VADER,"Second, the US withdrew from two key nuclear arms control treaties with Russia - the Intermediate-range Nuclear Forces (INF) treaty and the Anti-Ballistic Missile (ABM) treaty.",neutral,2023-12-07
VADER,"In withdrawing from the INF treaty, the US claimed the right to deploy land-based nuclear missiles in Europe directed against Russia.",neutral,2023-12-07
VADER,"To make matters worse, the ABM systems that the US is placing in Romania and Poland can be modified to launch offensive, nuclear-tipped missiles.",negative,2023-12-07
VADER,"In the absence of the ABM and INF treaties, Russia feared that the US might place offensive missiles close to its border, perhaps right in Ukraine, and might be tempted to launch a first strike. ",negative,2023-12-07
VADER,"Third, in 2014, the US supported groups in Ukraine that replaced a pro-Russian president with a far-right government that was implacably hostile to Russia.",negative,2023-12-07
VADER,"As a result of this takeover, a civil war broke out in eastern Ukraine.",negative,2023-12-07
VADER,The US impeded the peaceful resolution of this war.,negative,2023-12-07
VADER,This civil war created instability on Russia's border and endangered pro-Russian Ukrainians who were living in parts of eastern Ukraine.,negative,2023-12-07
VADER,GT:,neutral,2023-12-07
VADER,"In fact, your views in this book don't really fit into the current mainstream narrative of the Russia-Ukraine conflict in the West.",negative,2023-12-07
VADER,"How has the dominant Western narrative influenced the war in Ukraine?Abelow: The Western narrative, that Putin was trying to reestablish the Russian empire, has influenced the war in several harmful ways.",negative,2023-12-07
VADER,"To begin with, the narrative helped cause the war.",negative,2023-12-07
VADER,"If that false narrative had not existed, it is quite likely that the US would have been willing to negotiate about NATO expansion, based on proposals that Putin put forward in December 2021.",neutral,2023-12-07
VADER,"Furthermore, the US probably would have actively worked to resolve the conflict in eastern Ukraine, and to press Ukraine to implement the ""Minsk II"" peace accords.",positive,2023-12-07
VADER,"Even if nothing else had been different, the implementation of these peace accords might have prevented the war.",negative,2023-12-07
VADER,"Next, once the war started, the false narrative about Russia's motivations led Western countries to block a peace settlement between Ukraine and Russia.",negative,2023-12-07
VADER,"In fact, a peace treaty was being negotiated between Ukraine and Russia within a few days after Russia launched an offensive against Ukraine.",positive,2023-12-07
VADER,"The US and Britain sabotaged these negotiations, and because of the false narrative, the US pressured Ukraine to launch a suicidal counter-offensive, even though the US knew that Ukraine did not have adequate training or weapons to succeed.",negative,2023-12-07
VADER,"Many Ukrainian and Russian men have died, and the world has been put at risk of nuclear war because the US refused to renounce NATO membership for Ukraine.",negative,2023-12-07
VADER,Western leaders claim that their support of Ukraine is humanitarian.,positive,2023-12-07
VADER,"In truth, it is promoting conflict and destroying Ukraine. GT:",negative,2023-12-07
VADER,Many in the US worry that the conflict between Israel and Hamas will draw attention away from Ukraine and even affect aid to Kiev.,negative,2023-12-07
VADER,"What is your take on this?Abelow: The conflict between Israel and Hamas certainly has diverted attention from Ukraine in the media, the Congress, the Biden administration, the Pentagon and among US citizens.",neutral,2023-12-07
VADER,"At least for now, funding and weapons are being prioritized for Israel, at the expense of Ukraine.",negative,2023-12-07
VADER,My guess is that the Gaza conflict will result in an ongoing loss of American interest in Ukraine.,negative,2023-12-07
VADER,GT:,neutral,2023-12-07
VADER,"You once stated that ""there is only one solution to the ongoing disaster in Ukraine.",negative,2023-12-07
VADER,"It is not a good one, but it is the best one available: to immediately press for a cease-fire, followed by a negotiated settlement.""",positive,2023-12-07
VADER,What do you think is the biggest obstacle to a cease-fire between Russia and Ukraine now?,negative,2023-12-07
VADER,"Many countries, including China, are calling for a cease-fire, but why does it seem that there aren't many such voices from the West?Abelow: I believe that the biggest obstacles to a cease-fire in Ukraine are the US policy elite and the far-right neo-fascists in Ukraine.",negative,2023-12-07
VADER,The peace frameworks that China and other countries have put forward have made a great deal of sense.,positive,2023-12-07
VADER,"It is disappointing to me that the Western governments, especially that of the US, have not embraced equally wise policy objectives.",negative,2023-12-07
VADER,I see several reasons for this.,neutral,2023-12-07
VADER,"On the one hand, the military-industrial complex exerts a pervasive influence on US policy.",positive,2023-12-07
VADER,"It tilts the entire ""playing field"" toward military approaches to problems that could better be addressed through diplomacy.",positive,2023-12-07
VADER,"On the other hand, the mainstream media has become the handmaiden of the American foreign policy establishment.",positive,2023-12-07
