Model,Sentence,Sentiment,published_time
VADER,"At the same time, the Biden administration fears potential repercussions of slapping Moscow with hefty sanctions, specifically in the energy sector.",negative,2021-12-07
VADER,Many European states rely on gas supplies from Russia amid spiking prices and under-filled gas reserves.,neutral,2021-12-07
VADER,Moscow also became the second biggest oil exporter to the US in 2021 and remains one of the biggest suppliers of diesel for the country.,neutral,2021-12-07
VADER,The latter helps keep the soaring fuel prices in check.,positive,2021-12-07
VADER,"""The fear is Russia then tries to retaliate by holding back production"", an unidentified senior US official told CNN.The Kremlin has repeatedly publicly denied the possibility of using its energy resources as a geopolitical tool of pressure.",negative,2021-12-07
VADER,"However, it is unclear how either the US or EU countries even plan to buy the available Russian gas, oil, and fuel with the country's banks cut off from the SWIFT system and thus unable to receive payments.",negative,2021-12-07
VADER,"US May Support Eastern NATO Allies if Russia 'Invades Ukraine'A senior US official has briefed the press ahead of the upcoming video call between US President Joe Biden and President Vladimir Putin, noting that POTUS will raise the issue of Ukraine during the conversation and will warn his Russian counterpart of severe consequences if Moscow attacks its neighbour.",negative,2021-12-07
VADER,"Biden will not engage in a ""rhetorical flourish or finger-wagging"" and will instead plainly explain to Putin what the US is ready to undertake in respect to deterrence and diplomacy, the person said.",positive,2021-12-07
VADER,The official stressed that the US does not seek a conflict with Russia and does not see a scenario where its armed forces would be used in an allegedly possible Russia-Ukraine conflict.,negative,2021-12-07
VADER,"The administration representative stressed, however, that Washington will respond harshly and jointly with its European partners if Moscow invades Ukraine.",negative,2021-12-07
VADER,"""President Biden will obviously raise our concerns with Russia’s military buildup and plans with respect to Ukraine.",positive,2021-12-07
VADER,"[Biden] will make clear that there will be very real costs should Russia choose to proceed, but he will also make clear that there is an effective way forward with respect to diplomacy"", the official said.",positive,2021-12-07
VADER,The US official also stated that Washington would likely bolster its NATO allies in the east if an armed conflict erupts between Kiev and Moscow.,negative,2021-12-07
VADER,"The Kremlin has repeatedly condemned the trend of NATO deploying increasingly more weapons close to the Russian borders, arguing that such steps undermine the country's security and global stability.",negative,2021-12-07
VADER,Moscow has also repeatedly rejected all allegations in the Western media and governments about alleged plans for invading Ukraine – the Russian authorities have strongly stated that the country poses no threat to anyone.,positive,2021-12-07
VADER,Claims about an allegedly possible invasion started with unsubstantiated media reports in November about a purported Russian military build-up near the Ukrainian border.,neutral,2021-12-07
VADER,"Liz Truss, in a bizarre and twisted move to display a confident UK to the world, ""will urge Britain to stop the guilt about colonial past,"" Daily Mail reported on Sunday.  ",negative,2021-12-06
VADER,"The question is, has the UK ever been burdened by the sense of guilt for its colonial past, or has the UK been so busy apologizing to any of its former colonies?The report noted that in her major policy speech she is set to deliver to the Chatham House think tank this week, Truss will say the UK should not be racked with shame about its history and will stress that British diplomats should be ""unleashed and empowered"" to promote ""the best of British business, culture and values of freedom, democracy and human rights around the world.""",positive,2021-12-06
VADER,Daily Mail did not name a specific source.,neutral,2021-12-06
VADER,"Still, the article has been widely re-posted by media outlets and on social media the following day.",neutral,2021-12-06
VADER,"Observers from China, a country which fought two Opium Wars against the British aggressors, find Truss' wordings beyond comprehension, as she shows not even a bit of shame for her country's invasive and violent history on other people's lands, but, unbelievably, she shows confidence.",negative,2021-12-06
VADER,"The content left people an impression: Yes, the UK has a past with both glory and crimes, and we should simply leave the dark side of it behind.",positive,2021-12-06
VADER,"Maybe that's exactly what Truss wants, to trigger a controversy, to stir up a sensation, to catch more eyeballs, and to ""burnish her credentials as the 'new Margaret Thatcher',"" as Daily Mail put it. ",neutral,2021-12-06
VADER,Truss seems to have tried hard to become a present-day Thatcher.,negative,2021-12-06
VADER,"During her trip in late November to Estonia where she visited British troops, Truss rode in a tank and warned Russia against making a ""strategic mistake"" if the latter launches an invasion of Ukraine.",negative,2021-12-06
VADER,"Many British media outlets said she has recreated one of Thatcher's most iconic photos, in which Thatcher appeared in a British tank in Fallingbostel, West Germany, in 1986.",neutral,2021-12-06
VADER,"The photo taken in Estonia fueled speculation about Truss' ""leadership ambitions,"" The Times reported on November 30. ",neutral,2021-12-06
VADER,"Truss may want to clear the doubts both at home and abroad toward the post-Brexit UK, and she chose to do so by being tough on foreign policy, Cui Hongjian, director of the Department of European Studies at the China Institute of International Studies, told the Global Times.",neutral,2021-12-06
VADER,"However, being tough needs to be backed by solid national strength.",positive,2021-12-06
VADER,London is now confronting challenges from both Brexit and the fierce major power games worldwide.,negative,2021-12-06
VADER,"However, the UK is on a stable path of decline.",positive,2021-12-06
VADER,"Still, it announced a grand goal of ""Global Britain,"" wishing to maintain its major power status and attempting to gain interests in this era of change.",positive,2021-12-06
VADER,"That being said, the UK needs to find an approach to unite its people at home and face the world with a new image, Cui noted. ",neutral,2021-12-06
VADER,Truss tosses out her approach - making a revisionist suggestion on how British people should view their colonial history.,neutral,2021-12-06
VADER,"This does not sound smart, this sounds arrogant.",negative,2021-12-06
VADER,"Worse, she unveils the real mentality of not only herself, but many more white British elites. ",negative,2021-12-06
VADER,"""Liz Truss is a fanatic.",neutral,2021-12-06
VADER,"She was only chosen for her job because of her market appeal to Prime Minister Boris Johnson's 'Brexit branding' which is very populist,"" Tom Fowdy, a British political and international relations analyst, told the Global Times. ",neutral,2021-12-06
VADER,He noted that the mantra of Brexit is anchored on pro-imperial nostalgia which creates the delusion of Britain still being a globally dominant power. ,positive,2021-12-06
VADER,"""As a part of this mentality, there is a denial of the UK's current place in the world, as well as a lack of remorse for the atrocities of its past while actively crusading against other countries,"" Fowdy said. ",neutral,2021-12-06
VADER,"As a result, when Truss tries to shape her own image as a next Iron Lady, what she has really presented is the UK's predicament - the widening gap between the country's strength and its ambitions, which is exactly the same as Truss' own awkward situation.",positive,2021-12-06
VADER,"As Daily Mail said, ""Posing in one of our few tanks, Liz Truss is not the same as being an Iron Lady.""",neutral,2021-12-06
VADER,"Editor's Note: How many evils have been committed in the name of democracy? Exporting wars, launching ""color revolutions,"" fomenting extremist ideologies, and promoting economic instability...",negative,2021-12-06
VADER,The US has left endless trails of bloodshed and turmoil around the world.,negative,2021-12-06
VADER,"While the American ""model of democracy"" loses its shine, the US still attempts to establish exclusive cliques through the so-called democracy summit.",negative,2021-12-06
VADER,"To expose the true nature of ""American democracy,"" the Global Times is publishing a series of articles to unmask the US' four democratic hegemonic sins.",negative,2021-12-06
VADER,This is the third such piece.,neutral,2021-12-06
VADER,"For decades, the US has never stopped its interference in other countries' internal affairs in the name of upholding religious freedom; it destabilized entire nations, and incited opposition and division.",positive,2021-12-06
VADER,"It also continues to support ""religious groups"" and their leaders in various countries, transforming them into US agents for the spreading of its hegemonic gospel.",positive,2021-12-06
VADER,"Today, its failure is obvious, as more and more countries have come to oppose such interventionism on their domestic affairs, and on the other hand, jihadist and extremist groups have been on the increase and continued to spread to wider reaches of the globe thanks to the US' support - explicitly and covertly - when it took them as tools to control other nations.",positive,2021-12-06
VADER,"Experts point out that as the US carries out an ideological expansion and tightens its hegemonic grip worldwide, religion has become one of the most important tools for its foreign intervention, and has also been used as a means to seek political power and economic control.",positive,2021-12-06
VADER,"Moreover, its annual report on religious freedom, ostensibly an assessment of so-called religious human rights, is only in line with Washington's geopolitical stance. 

",positive,2021-12-06
VADER,"US soldiers cordon off the area due to a bomb threat following the Friday noon prayers at the Umm Qura mosque, the headquarters of the Association of Islamic Scholars, in west Baghdad 08 October 2004.",negative,2021-12-06
VADER,Photo:,neutral,2021-12-06
VADER,AFP,neutral,2021-12-06
VADER,"Messing up religionsIn the past decades, especially since the end of the Cold War, the revival of religions and subsequent religious conflicts have become important social phenomena in the international society.",negative,2021-12-06
VADER,"When analyzing these phenomena carefully, it is not that spiritual theism is at work, but that the social nature of religion is artificially elevated and strengthened.",positive,2021-12-06
VADER,Religious theism is used by countries such as the US and certain interest groups as a means of seeking political power and economic benefits.,positive,2021-12-06
VADER,"In January 2019, the Ukrainian Orthodox Church was declared independent, breaking off its centuries-old ties with the Russian Orthodox Church.",neutral,2021-12-06
VADER,But behind the split of the Russian Orthodox Church are political machinations.,neutral,2021-12-06
VADER,"Russian Foreign Minister Sergey Lavrov asserted in November that Washington has long attempted to press for a split in the Orthodox world, Tass reported.",neutral,2021-12-06
VADER,"The head of the schismatic Orthodox Church of Ukraine, or Epiphanius as regarded in the public, is said to be creating an organization that would have been impossible to govern without direct support from the US, according to Lavrov.",neutral,2021-12-06
VADER,"Observer said that the move, which could affect millions of followers, ""is a big blow for Russia"" and could lead to ""serious conflict,"" the BBC reported.",negative,2021-12-06
VADER,The Orthodox split is one of many cases in which the US attempts to use religion as a tool to interfere in other countries' and regions' internal affairs in order to serve its international strategy.,neutral,2021-12-06
VADER,The US is also directly behind some of the cult activities.,neutral,2021-12-06
VADER,"For instance, the infamous Falun Gong sect has been alleged to be under the direction of the National Endowment for Democracy (NED), and received large amounts in funding.  ",neutral,2021-12-06
VADER,Falun Gong  has long been banned by the Chinese government in accordance with the law.,negative,2021-12-06
VADER,A large number of facts have proven that Falun Gong is an anti-government and anti-people cult organization.,positive,2021-12-06
VADER,"The series of illegal activities planned and orchestrated by the organization are open provocations against democracy and legal systems, and endanger national security and social stability. ",negative,2021-12-06
VADER,"Moreover, the US, with its ""Tibet Bill,"" used human rights and religion as excuses to distort and smear the development of the Xizang Autonomous Region in Southwest China, discredit China's ethnic and religious policies, and interfere with the tradition and order of the reincarnation of Living Buddhas.",negative,2021-12-06
VADER,"""The fundamental purpose of the bill is to undermine the prosperity and stability of Xizang,"" Ji Rong, spokesperson at the Chinese Embassy in India, said in December 2020.Inside the territory of the US, it is clear it has been using its own religion",positive,2021-12-06
VADER,"[Christian] to apply cultural protectionism and exclude foreign culture, immigrants, and different ethnicities, Zhuo Xinping, former director of Institute of World Religions of the Chinese Academy of Social Sciences, told the Global Times on Sunday.",negative,2021-12-06
VADER,"The US also considers its mainstream culture or religion ""universal value,"" and has been exporting it around the world, which formed a cultural hegemony that they used to interfere in the internal affairs and cultural development of other countries, Zhuo noted.",positive,2021-12-06
VADER,"There is no such thing as so-called dominant, absolute ""universal value.""",positive,2021-12-06
VADER,"the exact same religion could be performed differently in different places, times, cultures, and by different ethnicities, Zhuo said, noting that the communication of religions should be based on sincerity, equality, and mutual respect, instead of aggressively indoctrinating others as a way of injecting their ""universal values"" to others, like what the West has long done.",positive,2021-12-06
VADER,"It only shows power politics and systems of a hegemony, Zhuo said.

",neutral,2021-12-06
VADER,Smoke billowing from the site of a car bomb attack engulfs,negative,2021-12-06
VADER,"Bab al-Moazam Mosque in Baghdad on March 5, 2007.",neutral,2021-12-06
VADER,"Photo: AFPCultivating extremismThe US, directly and indirectly, supports extremist religious forces in Central Asia and other regions under the guise of protecting religious freedom.",positive,2021-12-06
VADER,"Absurdly, the US, the country that has killed the biggest number of Muslims across the world, has repeatedly said that they are attempting to protect the human rights of Muslims in Northwest China's Xinjiang Uygur Autonomous Region. ",negative,2021-12-06
VADER,"It is well known that notorious organizations such as the East Turkistan Islamic Movement (ETIM), the World Uyghur Congress (WUC), and the East Turkistan Education and Solidarity Association (ETESA) have long engaged in anti-China separatist activities both inside and outside China.",positive,2021-12-06
VADER,"From 1990 to 2016, the ""three evil forces"" - terrorism, extremism, and separatism - supported or directly participated by the above organizations, carried out or plotted thousands of violent and terror attacks in Xinjiang and other places, and engaged in anti-China separatist activities under the guise of religion, critically endangering the lives of local Muslims and other residents.",negative,2021-12-06
VADER,"However, the US impugned the Chinese government's crackdown on these three evil forces as ""oppression of Muslims.",negative,2021-12-06
VADER,"""As early as in 2002, ETIM was categorized as a terrorist organization and was added to the sanctions list under the United Nations Security Council Resolutions 1267 and 1390, however, former US president Donald Trump's administration removed it from the US' list of international terrorist organizations.",negative,2021-12-06
VADER,"It once again exposed the US' double standards on counter-terrorism and its repulsive practice of condoning terrorist groups as it sees fit, said experts.",negative,2021-12-06
VADER,"Another recent example is that Russia revealed, through evidence, the links between US officials and Islamic State militants, as data shows that the US cooperates with ISIS militants, such as in air strikes by the US Air Force targeting the positions of the Taliban troops that clashed with ISIS.Russian Foreign Ministry Spokeswoman Maria Zakharova said on July 22 that Russia has many questions about unmarked helicopter flights, recorded since 2017, over the areas of activity of ISIS militants, especially in northern Afghanistan. ",negative,2021-12-06
VADER,"""According to Afghan sources, the helicopters were used to deliver reinforcements, weapons, and munitions, and to evacuate killed and wounded terrorists from battlefields… I should stress once again, this kind of activity was not possible without the knowledge of the United States and NATO, who completely controlled the Afghan air space.",negative,2021-12-06
VADER,"""The Syrian War is another example as the CIA is reported to have played an important role behind the scenes since 2012, coordinating arms shipments to the rebels by US allies, of which most ended up in the possession of militant jihadist groups, BBC reported.",negative,2021-12-06
VADER,"Since 2014 when the US started to station troops in Syria, a large number of extremist religious forces appeared and committed atrocities in Syria's civil war.",negative,2021-12-06
VADER,"In order to overthrow Assad, the US has provided the weapons and equipment - through various channels to Syria's insurgency - many of which flew into the hands of extremist religious forces.",negative,2021-12-06
VADER,"The support has been consistent until now, sabotaging the peace process in the country. 

",positive,2021-12-06
VADER,"US Secretary of State Antony Blinken (C), accompanied by the Head of the Independent Ukrainian Church Metropolitan Epiphanius (R), visits a cathedral in Kiev, on May 6.",neutral,2021-12-06
VADER,Photo:,neutral,2021-12-06
VADER,"AFP Policing on othersIn addition, the US government keeps meddling in the international human rights arena through the annual release of the so-called International Religious Freedom Report.",positive,2021-12-06
VADER,But experts pointed out that it is based on the interest of the US government and serves to reinforce hegemonic values. ,positive,2021-12-06
VADER,"For example, in the 2002 International Religious Freedom Report, Myanmar, China, Iran, Iraq, North Korea, and Sudan were listed as ""countries of special concern,"" however, the 2004 report removed Iraq from the list despite that in US-occupied Iraq, the ""holy war"" continued to kill, and the safety of the people was difficult to guarantee. ",negative,2021-12-06
VADER,Could there possibly be greater freedom of religious belief in such chaos?,positive,2021-12-06
VADER,"At least 660,000 Iraqi civilians have been killed since the US' invasion of Iraq in 2003, which has been criticized internationally as one of the worst humanitarian crises of the 21st century.",negative,2021-12-06
VADER,The Chinese Foreign Ministry in May 2021 slammed the US State Department's 2020 International Religious Freedom Report and its unilateral sanctions against two Chinese officials under the guise of so-called religious issues.,positive,2021-12-06
VADER,"""The so-called report, full of ideological prejudice, ignores the facts, wantonly slanders China's religious policy, and seriously interferes in China's internal affairs,"" the Foreign Ministry spokesperson said.",negative,2021-12-06
VADER,"The annual report, which groundlessly lambasts the freedom of religious belief in China and viciously slandered China's religious policies, was met with general indignation among Chinese religious circles and numerous religious believers, said a statement issued by the secretariat of the joint conference of China's national religious groups in May 2020.Spreading ""religious freedom"" around the world has become part of what Americans consider their mission and national interest, Cao Wei, an expert on security studies at Lanzhou University, told the Global Times.",positive,2021-12-06
VADER,"""However, such religious belief has gone beyond American sovereignty and goes toward interventionism.",neutral,2021-12-06
VADER,"It is strongly connected to its geopolitical interests, and the 'double standards' are also blatantly obvious.",positive,2021-12-06
VADER,"""

Graphic: Deng Zijun/GT
 

Graphic: Deng Zijun/GT  

Editor's Note: How many evils have been committed in the name of democracy? Exporting wars, launching ""color revolutions,"" fomenting extremist ideologies, and promoting economic instability...",negative,2021-12-06
VADER,The US has left endless trails of bloodshed and turmoil around the world.,negative,2021-12-06
VADER,"While the American ""model of democracy"" loses its shine, the US still attempts to establish exclusive cliques through the so-called democracy summit.",negative,2021-12-06
VADER,"To expose the true nature of ""American democracy,"" the Global Times is publishing a series of articles to unmask the US' four democratic hegemonic sins.",negative,2021-12-06
VADER,This is the third such piece.,neutral,2021-12-06
VADER,The previous ones are:,neutral,2021-12-06
VADER,US war-mongering under guise of 'democracy' inflicts untold damage on the world; US wages global color revolutions to topple govts for the sake of American control; US' wanton sanctions deal humanitarian disasters in countries it dislikes.,negative,2021-12-06
VADER,"For decades, the US has never stopped its interference in other countries' internal affairs in the name of upholding religious freedom; it destabilized entire nations, and incited opposition and division.",positive,2021-12-06
VADER,"It also continues to support ""religious groups"" and their leaders in various countries, transforming them into US agents for the spreading of its hegemonic gospel.",positive,2021-12-06
VADER,"Today, its failure is obvious, as more and more countries have come to oppose such interventionism on their domestic affairs, and on the other hand, jihadist and extremist groups have been on the increase and continued to spread to wider reaches of the globe thanks to the US' support - explicitly and covertly - when it took them as tools to control other nations.",positive,2021-12-06
VADER,"Experts point out that as the US carries out an ideological expansion and tightens its hegemonic grip worldwide, religion has become one of the most important tools for its foreign intervention, and has also been used as a means to seek political power and economic control.",positive,2021-12-06
VADER,"Moreover, its annual report on religious freedom, ostensibly an assessment of so-called religious human rights, is only in line with Washington's geopolitical stance. 

",positive,2021-12-06
VADER,"US soldiers cordon off the area due to a bomb threat following the Friday noon prayers at the Umm Qura mosque, the headquarters of the Association of Islamic Scholars, in west Baghdad 08 October 2004.",negative,2021-12-06
VADER,Photo:,neutral,2021-12-06
VADER,AFP,neutral,2021-12-06
VADER,"Messing up religionsIn the past decades, especially since the end of the Cold War, the revival of religions and subsequent religious conflicts have become important social phenomena in the international society.",negative,2021-12-06
VADER,"When analyzing these phenomena carefully, it is not that spiritual theism is at work, but that the social nature of religion is artificially elevated and strengthened.",positive,2021-12-06
VADER,Religious theism is used by countries such as the US and certain interest groups as a means of seeking political power and economic benefits.,positive,2021-12-06
VADER,"In January 2019, the Ukrainian Orthodox Church was declared independent, breaking off its centuries-old ties with the Russian Orthodox Church.",neutral,2021-12-06
VADER,But behind the split of the Russian Orthodox Church are political machinations.,neutral,2021-12-06
VADER,"Russian Foreign Minister Sergey Lavrov asserted in November that Washington has long attempted to press for a split in the Orthodox world, Tass reported.",neutral,2021-12-06
VADER,"The head of the schismatic Orthodox Church of Ukraine, or Epiphanius as regarded in the public, is said to be creating an organization that would have been impossible to govern without direct support from the US, according to Lavrov.",neutral,2021-12-06
VADER,"Observer said that the move, which could affect millions of followers, ""is a big blow for Russia"" and could lead to ""serious conflict,"" the BBC reported.",negative,2021-12-06
VADER,The Orthodox split is one of many cases in which the US attempts to use religion as a tool to interfere in other countries' and regions' internal affairs in order to serve its international strategy.,neutral,2021-12-06
VADER,The US is also directly behind some of the cult activities.,neutral,2021-12-06
VADER,"For instance, the infamous Falun Gong sect has been alleged to be under the direction of the National Endowment for Democracy (NED), and received large amounts in funding.  ",neutral,2021-12-06
VADER,Falun Gong  has long been banned by the Chinese government in accordance with the law.,negative,2021-12-06
VADER,A large number of facts have proven that Falun Gong is an anti-government and anti-people cult organization.,positive,2021-12-06
VADER,"The series of illegal activities planned and orchestrated by the organization are open provocations against democracy and legal systems, and endanger national security and social stability. ",negative,2021-12-06
VADER,"Moreover, the US, with its ""Tibet Bill,"" used human rights and religion as excuses to distort and smear the development of the Xizang Autonomous Region in Southwest China, discredit China's ethnic and religious policies, and interfere with the tradition and order of the reincarnation of Living Buddhas.",negative,2021-12-06
VADER,"""The fundamental purpose of the bill is to undermine the prosperity and stability of Xizang,"" Ji Rong, spokesperson at the Chinese Embassy in India, said in December 2020.Inside the territory of the US, it is clear it has been using its own religion",positive,2021-12-06
VADER,"[Christian] to apply cultural protectionism and exclude foreign culture, immigrants, and different ethnicities, Zhuo Xinping, former director of Institute of World Religions of the Chinese Academy of Social Sciences, told the Global Times on Sunday.",negative,2021-12-06
VADER,"The US also considers its mainstream culture or religion ""universal value,"" and has been exporting it around the world, which formed a cultural hegemony that they used to interfere in the internal affairs and cultural development of other countries, Zhuo noted.",positive,2021-12-06
VADER,"There is no such thing as so-called dominant, absolute ""universal value.""",positive,2021-12-06
VADER,"the exact same religion could be performed differently in different places, times, cultures, and by different ethnicities, Zhuo said, noting that the communication of religions should be based on sincerity, equality, and mutual respect, instead of aggressively indoctrinating others as a way of injecting their ""universal values"" to others, like what the West has long done.",positive,2021-12-06
VADER,"It only shows power politics and systems of a hegemony, Zhuo said.

",neutral,2021-12-06
VADER,Smoke billowing from the site of a car bomb attack engulfs,negative,2021-12-06
VADER,"Bab al-Moazam Mosque in Baghdad on March 5, 2007.",neutral,2021-12-06
VADER,"Photo: AFPCultivating extremismThe US, directly and indirectly, supports extremist religious forces in Central Asia and other regions under the guise of protecting religious freedom.",positive,2021-12-06
VADER,"Absurdly, the US, the country that has killed the biggest number of Muslims across the world, has repeatedly said that they are attempting to protect the human rights of Muslims in Northwest China's Xinjiang Uygur Autonomous Region. ",negative,2021-12-06
VADER,"It is well known that notorious organizations such as the East Turkistan Islamic Movement (ETIM), the World Uyghur Congress (WUC), and the East Turkistan Education and Solidarity Association (ETESA) have long engaged in anti-China separatist activities both inside and outside China.",positive,2021-12-06
VADER,"From 1990 to 2016, the ""three evil forces"" - terrorism, extremism, and separatism - supported or directly participated by the above organizations, carried out or plotted thousands of violent and terror attacks in Xinjiang and other places, and engaged in anti-China separatist activities under the guise of religion, critically endangering the lives of local Muslims and other residents.",negative,2021-12-06
VADER,"However, the US impugned the Chinese government's crackdown on these three evil forces as ""oppression of Muslims.",negative,2021-12-06
VADER,"""As early as in 2002, ETIM was categorized as a terrorist organization and was added to the sanctions list under the United Nations Security Council Resolutions 1267 and 1390, however, former US president Donald Trump's administration removed it from the US' list of international terrorist organizations.",negative,2021-12-06
VADER,"It once again exposed the US' double standards on counter-terrorism and its repulsive practice of condoning terrorist groups as it sees fit, said experts.",negative,2021-12-06
VADER,"Another recent example is that Russia revealed, through evidence, the links between US officials and Islamic State militants, as data shows that the US cooperates with ISIS militants, such as in air strikes by the US Air Force targeting the positions of the Taliban troops that clashed with ISIS.Russian Foreign Ministry Spokeswoman Maria Zakharova said on July 22 that Russia has many questions about unmarked helicopter flights, recorded since 2017, over the areas of activity of ISIS militants, especially in northern Afghanistan. ",negative,2021-12-06
VADER,"""According to Afghan sources, the helicopters were used to deliver reinforcements, weapons, and munitions, and to evacuate killed and wounded terrorists from battlefields… I should stress once again, this kind of activity was not possible without the knowledge of the United States and NATO, who completely controlled the Afghan air space.",negative,2021-12-06
VADER,"""The Syrian War is another example as the CIA is reported to have played an important role behind the scenes since 2012, coordinating arms shipments to the rebels by US allies, of which most ended up in the possession of militant jihadist groups, BBC reported.",negative,2021-12-06
VADER,"Since 2014 when the US started to station troops in Syria, a large number of extremist religious forces appeared and committed atrocities in Syria's civil war.",negative,2021-12-06
VADER,"In order to overthrow Assad, the US has provided the weapons and equipment - through various channels to Syria's insurgency - many of which flew into the hands of extremist religious forces.",negative,2021-12-06
VADER,"The support has been consistent until now, sabotaging the peace process in the country. 

",positive,2021-12-06
VADER,"US Secretary of State Antony Blinken (C), accompanied by the Head of the Independent Ukrainian Church Metropolitan Epiphanius (R), visits a cathedral in Kiev, on May 6.",neutral,2021-12-06
VADER,Photo:,neutral,2021-12-06
VADER,"AFP Policing on othersIn addition, the US government keeps meddling in the international human rights arena through the annual release of the so-called International Religious Freedom Report.",positive,2021-12-06
VADER,But experts pointed out that it is based on the interest of the US government and serves to reinforce hegemonic values. ,positive,2021-12-06
VADER,"For example, in the 2002 International Religious Freedom Report, Myanmar, China, Iran, Iraq, North Korea, and Sudan were listed as ""countries of special concern,"" however, the 2004 report removed Iraq from the list despite that in US-occupied Iraq, the ""holy war"" continued to kill, and the safety of the people was difficult to guarantee. ",negative,2021-12-06
VADER,Could there possibly be greater freedom of religious belief in such chaos?,positive,2021-12-06
VADER,"At least 660,000 Iraqi civilians have been killed since the US' invasion of Iraq in 2003, which has been criticized internationally as one of the worst humanitarian crises of the 21st century.",negative,2021-12-06
VADER,The Chinese Foreign Ministry in May 2021 slammed the US State Department's 2020 International Religious Freedom Report and its unilateral sanctions against two Chinese officials under the guise of so-called religious issues.,positive,2021-12-06
VADER,"""The so-called report, full of ideological prejudice, ignores the facts, wantonly slanders China's religious policy, and seriously interferes in China's internal affairs,"" the Foreign Ministry spokesperson said.",negative,2021-12-06
VADER,"The annual report, which groundlessly lambasts the freedom of religious belief in China and viciously slandered China's religious policies, was met with general indignation among Chinese religious circles and numerous religious believers, said a statement issued by the secretariat of the joint conference of China's national religious groups in May 2020.Spreading ""religious freedom"" around the world has become part of what Americans consider their mission and national interest, Cao Wei, an expert on security studies at Lanzhou University, told the Global Times.",positive,2021-12-06
VADER,"""However, such religious belief has gone beyond American sovereignty and goes toward interventionism.",neutral,2021-12-06
VADER,"It is strongly connected to its geopolitical interests, and the 'double standards' are also blatantly obvious.",positive,2021-12-06
VADER,"""

Graphic: Deng Zijun/GT
 

Graphic: Deng Zijun/GT",neutral,2021-12-06
VADER,"FM issued a report on US democracy, through listing facts, numbers and opinions of relevant organizations and experts, combing the disadvantages of the US' democratic system, analyzing America's chaos of democratic practices and the harm of exporting democracy.",negative,2021-12-05
VADER,PreambleI. ,neutral,2021-12-05
VADER,What is democracy?II.,neutral,2021-12-05
VADER,The alienation and three malaises of democracy in the US1.,negative,2021-12-05
VADER,The system fraught with deep-seated problems(1),neutral,2021-12-05
VADER,"American-style democracy has become ""a game of money politics""(2)",neutral,2021-12-05
VADER,"""One person one vote"" in name, ""rule of the minority elite"" in reality(3) The checks and balances have resulted in a ""vetocracy""(4) ",neutral,2021-12-05
VADER,The flawed electoral rules impair fairness and justice(5) Dysfunctional democracy triggers trust crisis2. ,positive,2021-12-05
VADER,Messy and chaotic practices of democracy(1) The Capitol riot that shocks the world(2) Entrenched racism(3) ,negative,2021-12-05
VADER,Tragic mishandling of the COVID-19 pandemic(4) ,negative,2021-12-05
VADER,"Widening wealth gap(5) ""Freedom of speech"" in name only3. ",positive,2021-12-05
VADER,"Disastrous consequences of US export of its brand of democracy(1) The ""color revolutions"" undermine regional and national stability(2) ",negative,2021-12-05
VADER,The US imposition of its brand of democracy causes humanitarian tragedies(3) ,neutral,2021-12-05
VADER,The abuse of sanctions breaches international rules(4) ,negative,2021-12-05
VADER,"The ""beacon of democracy"" draws global criticismConclusionPreambleDemocracy is a common value shared by all humanity.",positive,2021-12-05
VADER,"It is a right for all nations, not a prerogative reserved to a few.",neutral,2021-12-05
VADER,"Democracy takes different forms, and there is no one-size-fits-all model.",negative,2021-12-05
VADER,It would be totally undemocratic to measure the diverse political systems in the world with a single yardstick or examine different political civilizations from a single perspective.,neutral,2021-12-05
VADER,The political system of a country should be independently decided by its own people.  ,neutral,2021-12-05
VADER,The United States' system of democracy is derived from its own practices.,positive,2021-12-05
VADER,"This system is unique, not universally applicable, and it is far from perfect.",positive,2021-12-05
VADER,"However, over the years, the US, despite the structural flaws and problematic practice of its democratic system, has claimed itself as the ""model of democracy"".",negative,2021-12-05
VADER,"It has incessantly interfered in other countries' internal affairs and waged wars under the guise of ""democracy"", creating regional turbulence and humanitarian disasters.  ",negative,2021-12-05
VADER,"Based on facts and expert opinions, this report aims to expose the deficiencies and abuse of democracy in the US as well as the harm of its exporting such democracy.",negative,2021-12-05
VADER,It is hoped that the US will improve its own system and practices of democracy and change its way of interacting with other countries.,positive,2021-12-05
VADER,"This is in the interest of not only the American people, but also the people of other countries.",positive,2021-12-05
VADER,"If no country seeks to dictate standards for democracy, impose its own political system on others or use democracy as a tool to suppress others, and when all countries can live and thrive in diversity, our world will be a better place.",negative,2021-12-05
VADER,I. ,neutral,2021-12-05
VADER,What is democracy?Democracy is a term that derives from the ancient Greek language.,neutral,2021-12-05
VADER,"It means ""rule by the people"" or ""sovereignty of the people"".",neutral,2021-12-05
VADER,"As a form of government, democracy has been practiced for over 2,500 years, though in different forms, such as direct democracy of the ancient Athenian citizens and representative government in modern times.",neutral,2021-12-05
VADER,Democracy is a manifestation of the political advancement of humanity.,neutral,2021-12-05
VADER,"Democracy is not an adornment or publicity stunt; rather, it is meant to be used to solve problems faced by the people.",negative,2021-12-05
VADER,"To judge whether a country is democratic, it is important to see whether its people run their own country.",positive,2021-12-05
VADER,"In addition to voting rights, it is important to see whether people have the rights to extensive participation.",positive,2021-12-05
VADER,"It is important to see what promises are made in an election campaign and, more importantly, how many of those promises are honored afterwards.",positive,2021-12-05
