annotation_category,annotation,entity,sentence,entity_atomized,sentiment,tsc_sentiment,blame,praise
blame,the arms delivered from the EU to Ukraine could easily fall into the hands of criminals which would imperil the internal security landscape of the EU. Along with weapons are bloodthirsty criminals,EU,She said the arms delivered from the EU to Ukraine could easily fall into the hands of criminals which would imperil the internal security landscape of the EU.,EU,0,0,1,0
blame,now also threaten ordinary people's lives,"The far-right ""white supremacists"" in the US","The far-right ""white supremacists"" in the US now also threaten ordinary people's lives.",US,-1,-1,1,0
blame,"has made the possible influx of illegal weapons from Ukraine more even frightening. What would it look like, on both sides of the Atlantic, if a large amount of unregulated weapons flows from Ukraine to extremists around the world?",The recent spate of mass shootings in the US,The recent spate of mass shootings in the US has made the possible influx of illegal weapons from Ukraine more even frightening.,US,-1,-1,1,0
blame,does not care,US,"Regardless of this question, it seems that the US does not care.",US,-1,-1,1,0
blame,some of the Western weapons sent as aid to Ukraine are being sold on the dark net,US,"said that US aid accounts for a significant portion, including 1,400 Stinger anti-aircraft systems, 5,000 Javelin anti-tank missiles, several thousand rifles with ammunition, and a range of other equipment.However, some of the Western weapons sent as aid to Ukraine are being sold on the dark net.",US,-1,0,1,0
blame,the arms the US and NATO donated are being sold to buyers in the Middle East and North Africa,US and NATO,ASB Military News reported on June 2 that some of the arms the US and NATO donated are being sold to buyers in the Middle East and North Africa.,NATO,0,0,1,0
blame,the arms the US and NATO donated are being sold to buyers in the Middle East and North Africa,US and NATO,ASB Military News reported on June 2 that some of the arms the US and NATO donated are being sold to buyers in the Middle East and North Africa.,US,0,0,1,0
praise,"as the regular army, has a set of weapons management processes",the Russian army,"""The management of weapons on the Russian-Ukrainian battlefield is in a very chaotic state and the whereabouts of these weapons cannot be traced at all,"" Li Wei, an expert on national security at the China Institute of Contemporary International Relations, told the Global Times.Li pointed out that the Russian army, as the regular army, has a set of weapons management processes.",Russian,-1,-1,0,1
blame,"just handed them over to the Ukrainian government, but as these weapons are funneled into the conflict and their final destination, there lacks the ability and interest to monitor the situation.Where might these weapons go in the future?",Western countries,"""At the beginning of the conflict, some weapons were even distributed to civilians,"" he said.Li noted that in the process of delivering aid, Western countries just handed them over to the Ukrainian government, but as these weapons are funneled into the conflict and their final destination, there lacks the ability and interest to monitor the situation.Where might these weapons go in the future?Akila al-Taya, an Iraqi security expert, recently told Russian news agency Sputnik that US weapons currently supplied to Ukraine are likely to be smuggled to extremists inside or outside Ukraine, as well as to terrorist groups, including the Islamic State, to arm them or create new organizations under other names.",Western countries,-1,0,1,0
blame,"weapons currently supplied to Ukraine are likely to be smuggled to extremists inside or outside Ukraine, as well as to terrorist groups, including the Islamic State, to arm them or create new organizations under other names",US,"""At the beginning of the conflict, some weapons were even distributed to civilians,"" he said.Li noted that in the process of delivering aid, Western countries just handed them over to the Ukrainian government, but as these weapons are funneled into the conflict and their final destination, there lacks the ability and interest to monitor the situation.Where might these weapons go in the future?Akila al-Taya, an Iraqi security expert, recently told Russian news agency Sputnik that US weapons currently supplied to Ukraine are likely to be smuggled to extremists inside or outside Ukraine, as well as to terrorist groups, including the Islamic State, to arm them or create new organizations under other names.",US,-1,-1,1,0
blame,"the situation is more complicated. In addition to the regular army, there is the Azov Battalion and other militia organizations",the Ukrainian army,"On the side of the Ukrainian army, the situation is more complicated.",Ukrainian,0,-1,1,0
blame,"has raised the possibility of terrorist attacks, adding that ""the overlap of the refugee crisis, the influx of weapons, and the threat of terrorism is a scenario that Europe is extremely unhappy to foresee.""",the Ukraine crisis,"Europe would be held accountable for US military actions and its own mistakes,"" He Zhigao, a research fellow with the Institute of European Studies at the Chinese Academy of Social Sciences (CASS), told the Global Times.He noted that the influx of refugees after the Ukraine crisis has raised the possibility of terrorist attacks, adding that ""the overlap of the refugee crisis, the influx of weapons, and the threat of terrorism is a scenario that Europe is extremely unhappy to foresee.""",Ukraine,-1,-1,1,0
blame,These episodes of chaos prove that the autonomy of Europe's security has obviously been lost,the Russia-Ukraine conflict,"""These episodes of chaos prove that the autonomy of Europe's security has obviously been lost during the Russia-Ukraine conflict,"" Li told the Global Times.",Russia,-1,-1,1,0
blame,"whenever Europe has tried to achieve security autonomy, the US has caused trouble to block the process, with NATO as a key culprit",US with NATO,"Looking back, whenever Europe has tried to achieve security autonomy, the US has caused trouble to block the process, with NATO as a key culprit.",US,-1,-1,1,0
blame,"whenever Europe has tried to achieve security autonomy, the US has caused trouble to block the process, with NATO as a key culprit",US with NATO,"Looking back, whenever Europe has tried to achieve security autonomy, the US has caused trouble to block the process, with NATO as a key culprit.",NATO,-1,-1,1,0
praise,tried to improve relations with Europe after the collapse of the Soviet Union,Russia,"""Russia tried to improve relations with Europe after the collapse of the Soviet Union, but in the US' view, such an improvement could be a threat to its global hegemony,"" Li said, noting that ""the US wanted to re-awaken 'Russophobia' in Europe, and the conflict between Russia and Ukraine has made the US' plan perfectly realized.",Russia,1,-1,0,1
blame,such an improvement could be a threat to its global hegemony,US,"""Russia tried to improve relations with Europe after the collapse of the Soviet Union, but in the US' view, such an improvement could be a threat to its global hegemony,"" Li said, noting that ""the US wanted to re-awaken 'Russophobia' in Europe, and the conflict between Russia and Ukraine has made the US' plan perfectly realized.",US,1,0,1,0
blame,"wanted to re-awaken 'Russophobia' in Europe, and the conflict between Russia and Ukraine has made the US' plan perfectly realized",US,"""Russia tried to improve relations with Europe after the collapse of the Soviet Union, but in the US' view, such an improvement could be a threat to its global hegemony,"" Li said, noting that ""the US wanted to re-awaken 'Russophobia' in Europe, and the conflict between Russia and Ukraine has made the US' plan perfectly realized.",US,1,0,1,0
praise,He believes that Europe should strengthen strategic autonomy and transfer its security concepts,Li,"If they blindly follow the pace of the US, their security autonomy will be a fantasy, let alone being an independent actor with global influence,"" Li said.He believes that Europe should strengthen strategic autonomy and transfer its security concepts.",Li,1,0,0,1
blame,"selling guns globally and not banning guns at home, the biggest winner would be the military-industrial complex of the",US,"""""The dark line shows that some people want to see the consequences of the proliferation of guns,"" Zhang Yifei, an assistant research fellow with the Institute of American Studies of the CASS, told the Global Times, highlighting that by ""selling guns globally and not banning guns at home, the biggest winner would be the military-industrial complex of the US.",US,1,-1,1,0
blame,a hegemonic country,US,"""As a hegemonic country, the US often defines 'terrorism' unilaterally,"" Li said, noting that ""in the eyes of the US, whether it is 'supporting terrorism' is not defined by the UN, but only by the US' standards.",US,-1,-1,1,0
blame,often defines 'terrorism' unilaterally,US,"""As a hegemonic country, the US often defines 'terrorism' unilaterally,"" Li said, noting that ""in the eyes of the US, whether it is 'supporting terrorism' is not defined by the UN, but only by the US' standards.",US,-1,-1,1,0
blame,"whether it is 'supporting terrorism' is not defined by the UN, but only by the US' standards",US,"""As a hegemonic country, the US often defines 'terrorism' unilaterally,"" Li said, noting that ""in the eyes of the US, whether it is 'supporting terrorism' is not defined by the UN, but only by the US' standards.",US,-1,-1,1,0
blame,is a country that supports terrorists,US,"Therefore, the US is a country that supports terrorists, Li concluded.",US,-1,-1,1,0
blame,"Al Qaeda, which was responsible for the 9/11 attacks, was created with US funding",US,"""But Al Qaeda, which was responsible for the 9/11 attacks, was created with US funding.",US,1,-1,1,0
blame,Europe's problems are the world's problems,Europe,"However, Jaishankar went so far as to complain that Europe must ""grow out of the mindset that Europe's problems are the world's problems, but the world's problems are not Europe's problems.""",Europe,-1,0,1,0
blame,has hardly lived up to their lip service and has been reluctant to treat India accordingly,the West,"However, to Jaishankar and his fellow Indians' much chagrin, the West has hardly lived up to their lip service and has been reluctant to treat India accordingly.",West,-1,-1,1,0
praise,should be respected as much as it is needed by the West,India,India should be respected as much as it is needed by the West.,India,1,0,0,1
praise,"as the fifth or the sixth largest economy in the world with one-fifth of the world's population, was perfectly entitled to make its own choices on the balance of values and interests",India,"He first refused the construct imposed on India and argued that India, as the fifth or the sixth largest economy in the world with one-fifth of the world's population, was perfectly entitled to make its own choices on the balance of values and interests.",India,1,0,0,1
blame,tightfisted settlement,West,"However, as shown above, the much-expected strategic confluence did not lead to close coordination, but an embarrassing mismatch: There were gaps between India's overcharge and the West's underbid, between high-sounding bluffing and tightfisted settlement, and between self-proclaimed status and real capacity.",West,-1,-1,1,0
blame,underbid,West,"However, as shown above, the much-expected strategic confluence did not lead to close coordination, but an embarrassing mismatch: There were gaps between India's overcharge and the West's underbid, between high-sounding bluffing and tightfisted settlement, and between self-proclaimed status and real capacity.",West,-1,-1,1,0
blame,"first fomented India's ego presumably for strategic purposes.For the West, the principal reason to attach more importance to India has been its growing value as a counterweight to China",the West,"For example, while India would dress itself as the born leader of the Global South, the West quite openly scorned such, even though it was often the West which first fomented India's ego presumably for strategic purposes.For the West, the principal reason to attach more importance to India has been its growing value as a counterweight to China.",West,1,-1,1,0
blame,arrogance,the West,"India hates the premise that its demands and interests appear to be deemed transactional.So, what's most significant and interesting about the Bratislava episode was that, Jaishankar - along with a mischievous smile at times - revealed the West's arrogance.",West,1,-1,1,0
blame,"is now using the Russia-Ukraine crisis to strengthen its military cooperation with NATO, and trying to channel NATO's influence into the Asia-Pacific region or promote the establishment of a NATO-like military alliance in the region, and such ill-intended plans actually hijacked regional peace and stability to serve its ambition of strengthening its military power, containing China with a military alliance, and getting rid of the constraints  of its Pacifist Constitution",Japan,"Chinese analysts believed that Japan is now using the Russia-Ukraine crisis to strengthen its military cooperation with NATO, and trying to channel NATO's influence into the Asia-Pacific region or promote the establishment of a NATO-like military alliance in the region, and such ill-intended plans actually hijacked regional peace and stability to serve its ambition of strengthening its military power, containing China with a military alliance, and getting rid of the constraints  of its Pacifist Constitution.",Japan,1,0,1,0
blame,"uses the pretext of ""preventing a crisis like the Russia-Ukraine crisis from happening in Asia"" to legitimize its move to collude with NATO and to convince regional countries to serve its goal of targeting China",Japan,"Japan uses the pretext of ""preventing a crisis like the Russia-Ukraine crisis from happening in Asia"" to legitimize its move to collude with NATO and to convince regional countries to serve its goal of targeting China, but in fact, the expansion of NATO is the root cause of the ongoing conflict in Ukraine, so if a NATO-like military organization emerges in Asia, the region would come much closer to a military crisis, said experts.Tokyo's selfish and dangerous attempt is unlikely to succeed, as China and other peace-loving regional countries will work together to keep the region away from the regional militarization and confrontation which is happening in Europe, Chinese analysts noted.",Japan,-1,0,1,0
blame,"is the root cause of the ongoing conflict in Ukraine, so if a NATO-like military organization emerges in Asia, the region would come much closer to a military crisis",the expansion of NATO,"Japan uses the pretext of ""preventing a crisis like the Russia-Ukraine crisis from happening in Asia"" to legitimize its move to collude with NATO and to convince regional countries to serve its goal of targeting China, but in fact, the expansion of NATO is the root cause of the ongoing conflict in Ukraine, so if a NATO-like military organization emerges in Asia, the region would come much closer to a military crisis, said experts.Tokyo's selfish and dangerous attempt is unlikely to succeed, as China and other peace-loving regional countries will work together to keep the region away from the regional militarization and confrontation which is happening in Europe, Chinese analysts noted.",NATO,-1,0,1,0
blame,selfish and dangerous,Tokyo,"Japan uses the pretext of ""preventing a crisis like the Russia-Ukraine crisis from happening in Asia"" to legitimize its move to collude with NATO and to convince regional countries to serve its goal of targeting China, but in fact, the expansion of NATO is the root cause of the ongoing conflict in Ukraine, so if a NATO-like military organization emerges in Asia, the region would come much closer to a military crisis, said experts.Tokyo's selfish and dangerous attempt is unlikely to succeed, as China and other peace-loving regional countries will work together to keep the region away from the regional militarization and confrontation which is happening in Europe, Chinese analysts noted.",Tokyo,-1,-1,1,0
praise,will work together to keep the region away from the regional militarization and confrontation which is happening in Europe,China and other peace-loving regional countries,"Japan uses the pretext of ""preventing a crisis like the Russia-Ukraine crisis from happening in Asia"" to legitimize its move to collude with NATO and to convince regional countries to serve its goal of targeting China, but in fact, the expansion of NATO is the root cause of the ongoing conflict in Ukraine, so if a NATO-like military organization emerges in Asia, the region would come much closer to a military crisis, said experts.Tokyo's selfish and dangerous attempt is unlikely to succeed, as China and other peace-loving regional countries will work together to keep the region away from the regional militarization and confrontation which is happening in Europe, Chinese analysts noted.",China,-1,0,0,1
blame,"is not trying to safeguard regional peace and stability, but to create tensions and trouble by hyping the ""China threat theory"" so that Japan can legitimize its ambition to develop military force and push for an amendment of its Pacifist Constitution",Japan,"""In fact, Japan is not trying to safeguard regional peace and stability, but to create tensions and trouble by hyping the ""China threat theory"" so that Japan can legitimize its ambition to develop military force and push for an amendment of its Pacifist Constitution, Lu Yaodong, a research fellow with the Institute of Japanese Studies under the Chinese Academy of Social Sciences, said on Thursday.If Asia remains peaceful and stable, Tokyo won't have an excuse to break the limitations of its constitution, get rid of US control and become a normalized country, said analysts, noting that it's not just simply serving the US, but using the current situation in Ukraine and the US Indo-Pacific strategy to realize its own ambitions by creating tensions in the region, Lu noted.",Japan,-1,0,1,0
blame,"is ""causing a deterioration of the security environment in Europe and Asia,",the Russia-Ukraine conflict,"On Tuesday, Japanese and NATO officials agreed to step up military cooperation and joint exercises over shared concerns that the Russia-Ukraine conflict is ""causing a deterioration of the security environment in Europe and Asia,"" the Associated Press reported.Japanese Defense Minister Nobuo Kishi said at the beginning of his meeting with NATO Military Committee chief Rob Bauer that Japan hopes to strengthen its ties with European countries and welcomes NATO's expanded involvement in the Asia-Pacific region, the report said.",Russia,1,-1,1,0
blame,"it's not just simply serving the US, but using the current situation in Ukraine and the US Indo-Pacific strategy to realize its own ambitions by creating tensions in the region",Tokyo,"""In fact, Japan is not trying to safeguard regional peace and stability, but to create tensions and trouble by hyping the ""China threat theory"" so that Japan can legitimize its ambition to develop military force and push for an amendment of its Pacifist Constitution, Lu Yaodong, a research fellow with the Institute of Japanese Studies under the Chinese Academy of Social Sciences, said on Thursday.If Asia remains peaceful and stable, Tokyo won't have an excuse to break the limitations of its constitution, get rid of US control and become a normalized country, said analysts, noting that it's not just simply serving the US, but using the current situation in Ukraine and the US Indo-Pacific strategy to realize its own ambitions by creating tensions in the region, Lu noted.",Tokyo,-1,-1,1,0
blame,"under the pretext of security will be of no help in preventing conflicts, but could seriously damage regional peace and increase uncertainties",Japan and NATO,"This kind of collusion between Japan and NATO under the pretext of security will be of no help in preventing conflicts, but could seriously damage regional peace and increase uncertainties, said analysts.",Japan,-1,0,1,0
blame,"under the pretext of security will be of no help in preventing conflicts, but could seriously damage regional peace and increase uncertainties",Japan and NATO,"This kind of collusion between Japan and NATO under the pretext of security will be of no help in preventing conflicts, but could seriously damage regional peace and increase uncertainties, said analysts.",NATO,-1,0,1,0
blame,will bring danger not only to China but also the whole Asia-Pacific region,Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO,"Liu Jiangyong, vice dean of the Institute of Modern International Relations at Tsinghua University, told the Global Times on Thursday that Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO ""will bring danger not only to China but also the whole Asia-Pacific region.",Japan,-1,0,1,0
blame,will bring danger not only to China but also the whole Asia-Pacific region,Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO,"Liu Jiangyong, vice dean of the Institute of Modern International Relations at Tsinghua University, told the Global Times on Thursday that Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO ""will bring danger not only to China but also the whole Asia-Pacific region.",Asia,-1,-1,1,0
blame,will bring danger not only to China but also the whole Asia-Pacific region,Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO,"Liu Jiangyong, vice dean of the Institute of Modern International Relations at Tsinghua University, told the Global Times on Thursday that Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO ""will bring danger not only to China but also the whole Asia-Pacific region.",Asia-Pacific,-1,0,1,0
blame,will bring danger not only to China but also the whole Asia-Pacific region,Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO,"Liu Jiangyong, vice dean of the Institute of Modern International Relations at Tsinghua University, told the Global Times on Thursday that Japan's move to introduce NATO's influence into Asia or push for the establishment of an Asia-Pacific version of NATO ""will bring danger not only to China but also the whole Asia-Pacific region.",NATO,-1,0,1,0
blame,Asia would experience tensions like those in Europe caused by,NATO expansion,"""""Firstly, Japan will strengthen its military power, and as a country that has been defeated by the allies in World War II, Japan could finally realize a military rise; secondly, Asia would experience tensions like those in Europe caused by NATO expansion; thirdly, it will bring obstacles to the process of China's reunification, and even send a wrong signal to encourage Taiwan secessionists; moreover, Japan would increase pressure to target China's law-enforcement over the Diaoyu Islands,"" Liu noted.",NATO,-1,0,1,0
blame,"it will bring obstacles to the process of China's reunification, and even send a wrong signal to encourage Taiwan secessionists; moreover, Japan would increase pressure to target China's law-enforcement over the Diaoyu Islands",NATO expansion,"""""Firstly, Japan will strengthen its military power, and as a country that has been defeated by the allies in World War II, Japan could finally realize a military rise; secondly, Asia would experience tensions like those in Europe caused by NATO expansion; thirdly, it will bring obstacles to the process of China's reunification, and even send a wrong signal to encourage Taiwan secessionists; moreover, Japan would increase pressure to target China's law-enforcement over the Diaoyu Islands,"" Liu noted.",NATO,-1,0,1,0
blame,using the Ukraine crisis as an excuse to advocate NATO's further expansion into the Asia-Pacific region,some forces,"Currently, due to the constraints imposed by its Pacifist Constitution, Japan cannot join NATO, but it is possible for it to amend relevant articles and then apply for NATO membership, which would make NATO a global military bloc not only with influence in Europe, but one that enables the US and Japan to build a new military alliance to seriously threaten China's development and security, Liu said.Stopping a dangerous trendChina opposes some forces using the Ukraine crisis as an excuse to advocate NATO's further expansion into the Asia-Pacific region, said Chinese State Councilor and Foreign Minister Wang Yi on May 13 during a phone conversation with Greek Foreign Minister Nikos Dendias.",some forces,-1,-1,1,0
blame,will only do serious harm to regional security,Asia-Pacific version of NATO,"Attempts to create an ""Asia-Pacific version of NATO"" will only do serious harm to regional security, Wang said.Song Zhongping, a military expert and TV commentator, told the Global Times on Thursday that although Japan has ambitions to push the establishment of an Asia-Pacific version of NATO, Asia is not Europe, and doesn't really have the conditions for building a military alliance like NATO.",Asia-Pacific,1,0,1,0
blame,will only do serious harm to regional security,Asia-Pacific version of NATO,"Attempts to create an ""Asia-Pacific version of NATO"" will only do serious harm to regional security, Wang said.Song Zhongping, a military expert and TV commentator, told the Global Times on Thursday that although Japan has ambitions to push the establishment of an Asia-Pacific version of NATO, Asia is not Europe, and doesn't really have the conditions for building a military alliance like NATO.",Asia,1,0,1,0
blame,will only do serious harm to regional security,Asia-Pacific version of NATO,"Attempts to create an ""Asia-Pacific version of NATO"" will only do serious harm to regional security, Wang said.Song Zhongping, a military expert and TV commentator, told the Global Times on Thursday that although Japan has ambitions to push the establishment of an Asia-Pacific version of NATO, Asia is not Europe, and doesn't really have the conditions for building a military alliance like NATO.",NATO,1,-1,1,0
praise,"Most Asian countries, even those aligned with the US like South Korea and the Philippines, do not see China as their enemy or a threat, because China is their biggest trade partner and these countries enjoy concrete benefits from their stable ties with China",China,"""Most Asian countries, even those aligned with the US like South Korea and the Philippines, do not see China as their enemy or a threat, because China is their biggest trade partner and these countries enjoy concrete benefits from their stable ties with China,"" Song noted.",China,1,-1,0,1
blame,brings nothing good but only losses and pressure,a US strategy to contain and provoke China,"After some frictions in the past few years on issues such as the South China Sea and the THAAD crisis, most countries in the region have already learned that serving a US strategy to contain and provoke China brings nothing good but only losses and pressure, and they also realized that having stable and friendly relations with China is significant to their national interests, so Asian countries don't share the same thinking as Japan and don't want to be China's enemy, said analysts.",US,-1,0,1,0
blame,brings nothing good but only losses and pressure,a US strategy to contain and provoke China,"After some frictions in the past few years on issues such as the South China Sea and the THAAD crisis, most countries in the region have already learned that serving a US strategy to contain and provoke China brings nothing good but only losses and pressure, and they also realized that having stable and friendly relations with China is significant to their national interests, so Asian countries don't share the same thinking as Japan and don't want to be China's enemy, said analysts.",China,-1,-1,1,0
blame,"has decided to hijack the whole region, and is even inviting NATO to step into the Asia-Pacific region to contain China",Japan,"Japan has decided to hijack the whole region, and is even inviting NATO to step into the Asia-Pacific region to contain China, and what China needs to do is to strengthen its ties with the regional countries to build a community of shared future and reach a consensus with peace-loving countries in Asia, Song said.",Japan,1,-1,1,0
praise,needs to do is to strengthen its ties with the regional countries to build a community of shared future and reach a consensus with peace-loving countries in Asia,China,"Japan has decided to hijack the whole region, and is even inviting NATO to step into the Asia-Pacific region to contain China, and what China needs to do is to strengthen its ties with the regional countries to build a community of shared future and reach a consensus with peace-loving countries in Asia, Song said.",China,1,-1,0,1
praise,"is not a threat to Asia, but a certainty for peace and prosperity of the continent",China's development,"""China's development is not a threat to Asia, but a certainty for peace and prosperity of the continent,"" Song said, noting that ""in other words, whoever challenges China's development and sovereignty is challenging regional peace and stability.",China,1,-1,0,1
blame,whoever challenges China's development and sovereignty is challenging regional peace and stability,whoever,"""China's development is not a threat to Asia, but a certainty for peace and prosperity of the continent,"" Song said, noting that ""in other words, whoever challenges China's development and sovereignty is challenging regional peace and stability.",whoever,1,-1,1,0
blame,"try to challenge and harm China's sovereignty and national security, to minimize the impact on regional peace and stability",the hostile forces,"""Furthermore, China needs to strengthen its capabilities in all aspects, including the economy and military, to effectively deter all provocations that target China's core interests, and to isolate and effectively and overwhelmingly defeat the hostile forces that try to challenge and harm China's sovereignty and national security, to minimize the impact on regional peace and stability, Song noted.",the hostile forces,1,-1,1,0
blame,"Russian educational establishments cannot conduct cultural, scientific and sports exchanges with their Ukrainian peers",the restrictive measures,"Ukrainian President Volodymyr Zelensky on Thursday signed two separate decrees imposing sanctions on Russian President Vladimir Putin and more than 200 Russian officials, the presidential press service reported.The restrictions targeting Putin banned him from carrying out trade operations such as exports and imports, transiting through Ukrainian territory and participating in the privatization of Ukraine's state property.The sanctions also include asset freezing and prohibition of using Ukrainian radio-frequency resources.The same restrictive measures will apply to 34 top officials, including Russian Prime Minister Mikhail Mishustin and Kremlin spokesman Dmitry Peskov, according to the decree.Moreover, the decrees sanctioned 263 higher educational institutions.Under the restrictive measures, Russian educational establishments cannot conduct cultural, scientific and sports exchanges with their Ukrainian peers.",the restrictive measures,-1,-1,1,0
blame,"seriously violated the one-China principle and the three China-US Joint Communiques, severely harmed China's sovereignty and security interests, and badly damaged China-US relations as well as peace and stability in the Taiwan Straits",the US recently announced another arms sale to the island of Taiwan,"There is only one China, and Taiwan is a sacred, inalienable part of China's territory, Wei said, noting that the one-China principle is the political foundation of China-US relations, and attempting to contain China with the Taiwan question will fail.Wei said that the US recently announced another arms sale to the island of Taiwan, which seriously violated the one-China principle and the three China-US Joint Communiques, severely harmed China's sovereignty and security interests, and badly damaged China-US relations as well as peace and stability in the Taiwan Straits.",US,-1,0,1,0
blame,"seriously violated the one-China principle and the three China-US Joint Communiques, severely harmed China's sovereignty and security interests, and badly damaged China-US relations as well as peace and stability in the Taiwan Straits",the US recently announced another arms sale to the island of Taiwan,"There is only one China, and Taiwan is a sacred, inalienable part of China's territory, Wei said, noting that the one-China principle is the political foundation of China-US relations, and attempting to contain China with the Taiwan question will fail.Wei said that the US recently announced another arms sale to the island of Taiwan, which seriously violated the one-China principle and the three China-US Joint Communiques, severely harmed China's sovereignty and security interests, and badly damaged China-US relations as well as peace and stability in the Taiwan Straits.",Taiwan,-1,0,1,0
blame,is the biggest uncertain factor in the region,The interference by external forces,"The interference by external forces is the biggest uncertain factor in the region.The US should take concrete measures and do more for the stability of the South China Sea, instead of stirring up trouble, inciting disputes and hyping confrontation, Wu quoted Wei as saying.On the Ukraine issue, Wei pointed out that China always upholds the principle of objectivity and fairness, and is making efforts to promote peace and talks.",The interference by external forces,-1,0,1,0
blame,"stirring up trouble, inciting disputes and hyping confrontation",US,"The interference by external forces is the biggest uncertain factor in the region.The US should take concrete measures and do more for the stability of the South China Sea, instead of stirring up trouble, inciting disputes and hyping confrontation, Wu quoted Wei as saying.On the Ukraine issue, Wei pointed out that China always upholds the principle of objectivity and fairness, and is making efforts to promote peace and talks.",US,-1,0,1,0
praise,"always upholds the principle of objectivity and fairness, and is making efforts to promote peace and talks",China,"The interference by external forces is the biggest uncertain factor in the region.The US should take concrete measures and do more for the stability of the South China Sea, instead of stirring up trouble, inciting disputes and hyping confrontation, Wu quoted Wei as saying.On the Ukraine issue, Wei pointed out that China always upholds the principle of objectivity and fairness, and is making efforts to promote peace and talks.",China,-1,0,0,1
blame,wants to turn Asia Pacific into a new powder keg,US-led NATO,"After Ukraine, US-led NATO wants to turn Asia Pacific into a new powder keg.",US,0,0,1,0
blame,wants to turn Asia Pacific into a new powder keg,US-led NATO,"After Ukraine, US-led NATO wants to turn Asia Pacific into a new powder keg.",NATO,0,0,1,0
blame,"is aimed at maintaining US hegemony, creating divisions and fanning confrontation",US' Indo-Pacific Strategy,"US' Indo-Pacific Strategy is aimed at maintaining US hegemony, creating divisions and fanning confrontation, the Chinese delegation said, refuting US Defense Secretary Lloyd Austin's speech at the IISS Shangri-La Dialogue on Saturday as Austin took advantage of the stage to propagandize US' Indo-Pacific Strategy and to point finger at China.",US,1,-1,1,0
blame,"is aimed at maintaining US hegemony, creating divisions and fanning confrontation",US' Indo-Pacific Strategy,"US' Indo-Pacific Strategy is aimed at maintaining US hegemony, creating divisions and fanning confrontation, the Chinese delegation said, refuting US Defense Secretary Lloyd Austin's speech at the IISS Shangri-La Dialogue on Saturday as Austin took advantage of the stage to propagandize US' Indo-Pacific Strategy and to point finger at China.",Indo-Pacific Strategy,1,-1,1,0
blame,is designed to trap the Asia-Pacific region into a geopolitical game and confrontation as it tries to form a small circle by roping in some countries to incite against others,the Indo-Pacific Strategy,"Zhang Zhenzhong, deputy chief of the Joint Staff Department in the Central Military Commission, told reporters on Saturday at the 19th Shangri-La Dialogue in Singapore, that the Indo-Pacific Strategy is designed to trap the Asia-Pacific region into a geopolitical game and confrontation as it tries to form a small circle by roping in some countries to incite against others.",the Indo-Pacific Strategy,-1,-1,1,0
blame,has already turned the Middle East and Europe into a mess,US,"""The US has already turned the Middle East and Europe into a mess, does it want to mess up Asia-Pacific next?""",US,-1,-1,1,0
blame,is designed to destroy peace,the US' strategy,Zhang said the US' strategy is designed to destroy peace.,US,0,-1,1,0
praise,is peaceful coexistence and win-win cooperation,Asia-Pacific countries,"The mainstream voice of Asia-Pacific countries is peaceful coexistence and win-win cooperation, but the US, in contrast, advocates competition between major powers and creates military confrontation, sending warplanes to showcase its military might in the South China Sea, launching military drills with allies, which all created tensions in the region.",Asia-Pacific,0,0,0,1
blame,"advocates competition between major powers and creates military confrontation, sending warplanes to showcase its military might in the South China Sea, launching military drills with allies, which all created tensions in the region",US,"The mainstream voice of Asia-Pacific countries is peaceful coexistence and win-win cooperation, but the US, in contrast, advocates competition between major powers and creates military confrontation, sending warplanes to showcase its military might in the South China Sea, launching military drills with allies, which all created tensions in the region.",US,0,-1,1,0
blame,"being ""coersive and aggressive.""",China,"""He also openly criticized China for being ""coersive and aggressive.""",China,-1,0,1,0
blame,"are attempting to internationalize and complicate the Taiwan question, which is a matter of China's domestic affairs",Pentagon and the White House,"With this is mind, Song said that Pentagon and the White House are attempting to internationalize and complicate the Taiwan question, which is a matter of China's domestic affairs.",the White House,0,0,1,0
blame,"are attempting to internationalize and complicate the Taiwan question, which is a matter of China's domestic affairs",Pentagon and the White House,"With this is mind, Song said that Pentagon and the White House are attempting to internationalize and complicate the Taiwan question, which is a matter of China's domestic affairs.",Pentagon,0,0,1,0
blame,are obviously not matched by its deeds,the US' words,"President Joe Biden also stated that he does not support ""Taiwan independence,"" but the US' words are obviously not matched by its deeds, and Washington has kept playing the Taiwan card, severely obscuring and hollowing out the one-China policy, Zhang added.",US,-1,-1,1,0
blame,"has kept playing the Taiwan card, severely obscuring and hollowing out the one-China policy",Washington,"President Joe Biden also stated that he does not support ""Taiwan independence,"" but the US' words are obviously not matched by its deeds, and Washington has kept playing the Taiwan card, severely obscuring and hollowing out the one-China policy, Zhang added.",Washington,-1,-1,1,0
